name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category
TITLE_CAPITALIZED,37986224,TarBase,0.0,,0.0,tarbase,0.0,1,https://dianalab.e-ce.uth.gr/tarbasev9,200,,,,2024-01-01,"DIANA-Lab, Dept. of Computer Science and Biomedical Informatics, University of Thessaly, Lamia, Greece.","Georgakopoulos SV, Grigoriadis D, Hatzigeorgiou AG, Kakoulidis P, Karagkouni D, Kardaras FS, Kotsira V, Koutou I, Lifousi A, Mavromati G, Miliotis M, Ovsepian A, Plagianakos VP, Skoufos G, Skoulakis A, Stavropoulos S, Tasoulis SK, Tastsoglou S, Vavalou E, Velli A, Zacharopoulou E, Zioga M","2563, MIS 5047244, NSRF 2014-2020, T2EΔK-00391","Competitiveness, Entrepreneurship and Innovation, Greece and the European Union, Hellenic Foundation for Research and Innovation, Par-ICT CENG: Enhancing ICT research infrastructure in Central Greece to enable processing of Big data from sensor stream, RESEARCH - CREATE - INNOVATE, RESEARCH – CREATE – INNOVATE, University of Thessaly, multimedia content and complex mathematical modeling and simulations",76.0,"Andorra, Greece",TarBase,ok,TarBase-v9.0 extends experimentally supported miRNA-gene interactions to cell-types and virally encoded miRNAs.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",37986230,DRMref,0.0,drmref,0.0,,0.0,1,https://ccsm.uth.edu/DRMref/,200,,,,2024-01-01,"Center for Computational Systems Medicine, McWilliams School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX 77030, USA.","Huang K, Kim P, Li T, Liu J, Liu X, Song Q, Wang G, Wen J, Yi J, Zhou X","2217515, 2326879, R01 CA241930, R01 GM123037, R01CA241930, R01GM123037, R35 GM138184, R35 GM151089, R35GM138184, R35GM151089, U01 AR069395, U01AR069395","NCI NIH HHS, NIAMS NIH HHS, NIGMS NIH HHS, NIH HHS, National Institute of General Medical Sciences, National Institutes of Health, National Science Foundation",23.0,United States,DRMref,ok,DRMref: comprehensive reference map of drug resistance mechanisms in human cancer.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",34791357,FuzDB,0.0,fuzdb,0.0,,0.0,1,https://fuzdb.org,200,,,,2022-01-01,"Department of Biomedical Sciences, University of Padova, via Ugo Bassi 58/B, 35131 Padova, Italy.","Fuxreiter M, Hatos A, Monzon AM, Piovesan D, Tosatto SCE","778247, 952334, HAS-11015","ELIXIR, European Union&apos;s Horizon 2020 research and innovation program, Hungarian Academy of Sciences",34.0,Italy,FuzDB,ok,FuzDB: a new phase in understanding fuzzy interactions.,2022-2025,,,,
TITLE_CAPITALIZED,35659771,InflamNat,0.0,,0.0,inflamnat,0.0,1,http://www.inflamnat.com/,200,,,,2022-06-04,"Key Laboratory of Medicinal Chemistry for Natural Resource, Ministry of Education; Yunnan Provincial Center for Research & Development of Natural Products, School of Chemical Science and Technology, and School of Software, Yunnan University, Kunming, 650091, China.","Dai Q, Li J, Li X, Ren S, Shen T, Xiao W, Zhang R","2018FY001, 201901BB050052, 2019FD127, 202005AE160005, 81903541","Applied Basic Research Foundation of Yunnan Province, National Natural Science Foundation of China, Yunnan Provincial Science and Technology Department",9.0,"Andorra, China",InflamNat,ok,InflamNat: web-based database and predictor of anti-inflammatory natural products.,2022-2025,,,,
"PIPE_CLEANED,DISAMBIGUATED,SMART_CAPITALIZED",35037224,reactome | pubchem,0.0,,0.0,reactome | pubchem,0.0,1,https://plantreactome.gramene.org,200,,,,2022-01-01,"Department of Botany and Plant Pathology, Oregon State University, Corvallis, OR, USA.","Bolton EE, Cheng T, D'Eustachio P, Elser J, Gupta P, Jaiswal P, Kim S, Naithani S, Preece J","P41 HG003751, U54 GM114833","NHGRI NIH HHS, NIGMS NIH HHS",9.0,"Andorra, United States",Reactome (plantreactome),ok,Plant Reactome and PubChem: The Plant Pathway and (Bio)Chemical Entity Knowledgebases.,2022-2025,NO,YES,MEDIUM,HAS_BRACKETS
TITLE_CAPITALIZED,37822561,ASCARIS,0.0,ascaris,0.0,,0.0,1,https://huggingface.co/spaces/HUBioDataLab/ASCARIS,200,,,,2023-09-17,"Biological Data Science Laboratory, Dept. of Computer Engineering, Hacettepe University, Ankara, Turkey.","Cankara F, Doğan T",,,,,ASCARIS,ok,ASCARIS: Positional feature annotation and protein structure-based representation of single amino acid variations.,2022-2025,,,,
"PIPE_CLEANED,CAPITALIZED,TITLE_CAPITALIZED",40100137,PDBe,0.0,pdbe | pdb,0.0,protein data bank,0.0,1,https://pdbe.org/chem/sti,200,,,,2025-04-01,"Protein Data Bank in Europe, European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, UK.","Afonso MQL, Choudhary P, Fleming JR, Kunnakkattu IR, Lawal DK, Nair S, Pidruchna I, Velankar S",BB/T01959X/1,UKRI-Biotechnology and Biological Sciences Research Council,6.0,United Kingdom,PDBe,ok,PDBe tools for an in-depth analysis of small molecules in the Protein Data Bank.,2022-2025,,,,
TITLE_CAPITALIZED,40133793,Protein Data Bank Japan,0.0,,0.0,protein data bank japan,0.0,1,https://pdbj.org/,200,,,,2025-02-15,"Institute for Protein Research, Osaka University, 3-2, Yamadaoka, Suita, Osaka 565-0871, Japan. Electronic address: gertjan.bekker@protein.osaka-u.ac.jp.","Bekker GJ, Katayama T, Kihara D, Kinoshita K, Kurisu G, Nagao C, Nakamura T, Shirota M","JP20H03229, JP21K17847, JP23ama121019, JP24ama121001, JPMJND2205, R01GM133840","JST National Bioscience Database Center, Japan Agency for Medical Research and Development, Japan Science and Technology Agency, Japan Society for the Promotion of Science, National Institutes of Health",4.0,Japan,Protein Data Bank Japan,ok,Protein Data Bank Japan: Computational Resources for Analysis of Protein Structures.,2022-2025,,,,
CAPITALIZED,37971299,DDBJ,0.0,ddbj,0.0,metabobank,0.0,1,https://www.ddbj.nig.ac.jp,200,,,,2024-01-01,"Bioinformation and DDBJ Center, National Institute of Genetics, Mishima, Shizuoka 411-8540, Japan.","Ara T, Arita M, Fujisawa T, Fukuda A, Kodama Y, Kosuge T, Mashima J, Nakamura Y, Ogasawara O, Tanizawa Y, Tanjo T, Tokimatsu T","20gm1010006h0004, JPMJCR1501","CREST program of the Japan Science and Technology Agency, Culture, DDBJ, Japan Agency for Medical Research and Development, Ministry of Education, Science and Technology (MEXT) of Japan, Sports",11.0,"Andorra, Japan",DDBJ,ok,DDBJ update in 2023: the MetaboBank for metabolomics data and associated metadata.,2022-2025,,,,
CAPITALIZED,39380489,DDBJ,0.0,ddbj,0.0,,0.0,1,https://www.ddbj.nig.ac.jp,200,,,,2025-01-01,"Bioinformation and DDBJ Center, National Institute of Genetics, 1111 Yata, Mishima, Shizuoka 411-8540, Japan.","Ara T, Arita M, Fujisawa T, Fukuda A, Kodama Y, Kosuge T, Mashima J, Nakamura Y, Ogasawara O, Tanizawa Y, Tanjo T, Tokimatsu T","20gm1010006h0004, JPMJCR1501","Core Research for Evolutional Science and Technology, Culture, Japan Agency for Medical Research and Development, Japan Science and Technology Agency, Ministry of Education, New Energy and Industrial Technology Development Organization, Science and Technology, Sports",3.0,"Andorra, Japan",DDBJ,ok,DDBJ update in 2024: the DDBJ Group Cloud service for sharing pre-publication data.,2022-2025,,,,
TITLE_CAPITALIZED,37971715,Agbiodata,0.0,,0.0,agbiodata,0.0,1,https://www.agbiodata.org/,200,,,,2023-11-01,"Department of Statistics and Department of Food Science and Technology, University of Nebraska-Lincoln, 340 Hardin Hall North Wing, Lincoln, NE 68583, USA.","Berardini TZ, Clarke JL, Cooper LD, Elser J, Farmer AD, Ficklin S, Kumari S, Laporte MA, Nelson RT, Poelchau MF, Sadohara R, Selby P, Sen TZ, Thessen AE, Whitehead B","1340112 1940330 2126334, 2021-77039-35992","CGIAR Research Initiative on Digital Innovation, NIFA, National Science Foundation, New Zealand's Ministry of Business Innovation and Employment (MBIE), New Zealand’s Ministry of Business Innovation and Employment, U.S. Department of Agriculture",4.0,"Andorra, United States",Agbiodata,ok,"Data sharing and ontology use among agricultural genetics, genomics, and breeding databases and resources of the Agbiodata Consortium.",2022-2025,,,,
TITLE_CAPITALIZED,36300629,IAnimal,0.0,,0.0,ianimal,0.0,1,https://ianimal.pro/,200,,,,2023-01-01,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction, Ministry of Education, Key Laboratory of Swine Genetics and Breeding, Ministry of Agriculture, College of Animal Science and Technology, Huazhong Agricultural University, Wuhan, Hubei 430070, PR China.","Dou J, Du X, Fu Y, Huang X, Li J, Li X, Liao Y, Liu H, Liu J, Liu X, Liu Y, Ma Y, Shen X, Tang Z, Wang H, Wang Y, Xiang Y, Xie S, Xu J, Xu X, Yang X, Yin D, Yin L, Yu M, Zhang H, Zhang Y, Zhao S, Zhao Y, Zheng Z, Zhu M, Zhu S","2019YFE0115400, 2021M691162, 2021YFD1300800, 31902156, CARS-35","China Agriculture Research System of MOF and MARA, National Key Research and Development Program of China, National Key Research and Development Project of intergovernmental cooperation program between China and the US, National Natural Science Foundation of China, Postdoc Foundation of China",26.0,"Andorra, China",IAnimal,ok,IAnimal: a cross-species omics knowledgebase for animals.,2022-2025,,,,
TITLE_CAPITALIZED,36399503,dbCAN-seq,0.0,,0.0,dbcan-seq,0.0,1,https://bcb.unl.edu/dbCAN_seq,200,,,,2023-01-01,"Nebraska Food for Health Center, Department of Food Science and Technology, University of Nebraska, Lincoln, NE 68588, USA.","Akresi J, Ge Q, Hu B, Huang L, Piyush V, Yan Y, Yin Y, Zhang X, Zheng J","58-8042-9–089, DBI-1933521, R01 GM140370, R01GM140370, R21 AI171952, R21AI171952","NIAID NIH HHS, NIGMS NIH HHS, National Institutes of Health, National Science Foundation, United States Department of Agriculture",52.0,"Andorra, United States",dbCAN-seq,ok,dbCAN-seq update: CAZyme gene clusters and substrates in microbiomes.,2022-2025,,,,
TITLE_CAPITALIZED,40167918,SomaLogic,0.0,,0.0,somalogic,0.0,1,https://somalogic.com/somascan-platform,200,,,,2025-01-01,"Department of Psychiatry, University of Oxford, Oxford, UK.","Winchester L, Zhao H",,,,United Kingdom,SomaLogic,ok,High Throughput Proteomics Using the SomaLogic Platform.,2022-2025,,,,
TITLE_CAPITALIZED,37530223,Milletdb,0.0,,0.0,milletdb,0.0,1,http://milletdb.novogene.com,200,,,,2023-08-02,"College of Grassland Science and Technology, Sichuan Agricultural University, Chengdu, China.","Cao X, Fan Y, Feng G, He M, Huang D, Huang L, Jia J, Jin Y, Jones CS, Lin C, Luo J, Luo L, Nie G, Srivastava RK, Sun M, Tang Q, Tian S, Varshney RK, Wang X, Wang Z, Wu B, Xie Z, Yan H, Yang Y, Zhang A, Zhang X, Zhou P, Zhu F","31771866, 32071867, CARS‐34","China Agricultural Research System, National Natural Science Foundation of China",29.0,"Andorra, China",Milletdb,ok,Milletdb: a multi-omics database to accelerate the research of functional genomics and molecular breeding of millets.,2022-2025,,,,
TITLE_CAPITALIZED,38529759,FungiDB,0.0,,0.0,fungidb,0.0,1,https://fungidb.org,200,,,,2024-05-01,"Institute of Systems, Molecular and Integrative Biology, University of Liverpool, Liverpool L69 7BE, UK.","Amos B, Basenko EY, Böhme U, Crouch K, Davison HR, Harb OS, Jones A, Kissinger JC, Maslen G, McDowell MA, Roos DS, Shanmugasundram A, Starns D, Wilkinson PA","212929/A/18/Z, 75N93019C00077","Department of Health and Human Services, HHS, NIAID NIH HHS, NIH HHS, National Institute of Allergy and Infectious Diseases, National Institutes of Health, University of Liverpool, Wellcome Trust",23.0,"Andorra, United Kingdom",FungiDB,ok,What is new in FungiDB: a web-based bioinformatics platform for omics-scale data analysis for fungal and oomycete species.,2022-2025,,,,
TITLE_CAPITALIZED,37874948,ProsperousPlus,0.0,,0.0,prosperousplus,0.0,1,http://prosperousplus.unimelb-biotools.cloud.edu.au/,200,,,,2023-09-01,"College of Information Engineering, Northwest A&F University, Shaanxi 712100, China.","Akutsu T, Coin LJM, Guo X, Kurgan L, Li F, Song J, Wang C, Webb GI","2022YFF1000100, 62202388, QCYRCXM-2022-230, Z1090222021","Major and Seed Inter-Disciplinary Research Projects awarded by Monash University, National Key Research and Development Program of China, National Natural Scientific Foundation of China, Qin Chuangyuan Innovation and Entrepreneurship Talent Project, Talent Research Funding at Northwest A&amp;F University",15.0,China,ProsperousPlus,ok,ProsperousPlus: a one-stop and comprehensive platform for accurate protease-specific substrate cleavage prediction and machine-learning model construction.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",39530225,dbSNP,0.0,dbsnp,0.0,,0.0,1,https://www.ncbi.nlm.nih.gov/snp,200,,,,2025-01-01,"Information Engineering Branch, National Center for Biotechnology Information (NCBI), National Library of Medicine (NLM), National Institutes of Health (NIH), Bethesda, MD 20894, USA.","Hefferon T, Kattman B, Phan L, Ramanathan A, Villamarin R, Wang Q, Zhang H",,"NIH HHS, NLM NIH HHS, National Center for Biotechnology Information, National Center for Biotechnology Information (NCBI), National Institutes of Health, National Library of Medicine",38.0,United States,dbSNP,ok,The evolution of dbSNP: 25 years of impact in genomic research.,2022-2025,,,,
TITLE_CAPITALIZED,39530237,PolyASite,0.0,,0.0,polyasite,0.0,1,https://polyasite.unibas.ch/,200,,,,2025-01-01,"Computational and Systems Biology, Biozentrum University of Basel, Spitalstrasse 41, CH-4056 Basel, Switzerland.","Herrmann CJ, Mironov A, Moon Y, Zavolan M",,,4.0,"Andorra, Switzerland",PolyASite,ok,PolyASite v3.0: a multi-species atlas of polyadenylation sites inferred from single-cell RNA-sequencing data.,2022-2025,,,,
CAPITALIZED,37974076,PRANA,0.0,prana,0.0,,0.0,1,https://cran.r-project.org/web/packages/PRANA/index.html,200,,,,2023-11-16,"Department of Population Health Science and Policy, Icahn School of Medicine at Mount Sinai, New York, USA. seungjun.ahn@mountsinai.org.","Ahn S, Datta S","NIH T32AA025877, P30 CA196521, T32 AA025877","NCI NIH HHS, NIAAA NIH HHS",,"Andorra, United States",PRANA,ok,PRANA: an R package for differential co-expression network analysis with the presence of additional covariates.,2022-2025,,,,
CAPITALIZED,34664659,NPCDR,0.0,npcdr,0.0,natural product-based drug combination and its disease-specific molecular regulation,0.0,1,https://idrblab.org/npcdr/,200,,,,2022-01-01,"School of Pharmacy and Department of Medical Oncology, The Affiliated Hospital of Hangzhou Normal University, Hangzhou Normal University, Hangzhou 311121, China.","Jin T, Li Z, Lian X, Liang Z, Pan T, Qiu W, Sui X, Sun X, Wang J, Xie H, Yan L, Zhang Y, Zhou Y, Zhu F","2018QNA7023, 2020C03010, 81872798, 81874380, 82022075, 82104207, LR18H160001, LR21H300001, U1909208","Alibaba Cloud, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Fundamental Research Fund for the Central Universities, Information Technology Center of Zhejiang University, Key R&amp;D Program of Zhejiang Province, National High-Level Talents Special Support Plan of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province",30.0,"Andorra, China",NPCDR,ok,NPCDR: natural product-based drug combination and its disease-specific molecular regulation.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",37843156,BioKA,0.0,bioka,0.0,biomarker knowledgebase for animals,0.0,1,https://ngdc.cncb.ac.cn/bioka,200,,,,2024-01-01,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Bei S, Duan G, Fan Z, Hao L, Jin E, Kong D, Lin Y, Meng Y, Song S, Sun J, Tang B, Wang Y, Wu G, Wu S, Zhao W","32100506, 32100511, 32170678",National Natural Science Foundation of China,7.0,"Andorra, China",BioKA,ok,BioKA: a curated and integrated biomarker knowledgebase for animals.,2022-2025,,,,
TITLE_CAPITALIZED,37221245,PhaeoEpiView,0.0,,0.0,phaeoepiview,0.0,1,https://PhaeoEpiView.univ-nantes.fr,200,,,,2023-05-23,"Nantes Université, CNRS, US2B, UMR 6286, 44000, Nantes, France.","Chaumier T, Manirakiza E, Tirichine L, Veluchamy A, Wu Y",,,13.0,France,PhaeoEpiView,ok,PhaeoEpiView: an epigenome browser of the newly assembled genome of the model diatom Phaeodactylum tricornutum.,2022-2025,,,,
TITLE_CAPITALIZED,39253011,PungentDB,0.0,,0.0,pungentdb,0.0,1,http://www.pungentdb.org.cn/home,200,,,,2024-08-14,"Institute of Basic Research in Clinical Medicine, China Academy of Chinese Medical Sciences, Beijing, 100700, China.","Cao Y, Chen Z, Li J, Li X, Qiao Y, Shi X, Wang Z, Xu B, Zhang Y","2022\u20132024, 81430094, Z0866, Z0882","China Academy of Chinese Medical Sciences, Chinese Academy of Sciences, National Aerospace Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China-China Academy of General Technology Joint Fund for Basic Research, South China Sea Institute of Oceanology, State Key Laboratory of Tropical Oceanography, Thousand Young Talents Program of China",4.0,China,PungentDB,ok,PungentDB: Bridging traditional Chinese medicine of medicine food homology and modern food flavor chemistry.,2022-2025,,,,
CAPITALIZED,40645675,MDDB,0.0,mddb,0.0,,0.0,1,https://mddb.nitrr.ac.in/,200,,,,2025-06-10,"Department of Biotechnology, National Institute of Technology, Raipur, CG, India.","Agrawal P, Chauhan RK, Kumar A, Upadhyay A",,,,India,MDDB,ok,MDDB: A public databank of host microRNAs in Tuberculosis diagnosis.,2022-2025,,,,
TITLE_CAPITALIZED,38630617,RNAscape,0.0,,0.0,rnascape,0.0,1,https://rnascape.usc.edu/,200,,,,2024-07-01,"Department of Quantitative and Computational Biology, University of Southern California, Los Angeles, CA 90089, USA.","Cohen AS, Mitra R, Rohs R","R35 GM130376, R35GM130376","Andrew J. Viterbi Fellowship in Computational Biology and Bioinformatics, NIGMS NIH HHS, NIH HHS, National Institutes of Health",4.0,"Andorra, United States",RNAscape,ok,RNAscape: geometric mapping and customizable visualization of RNA structure.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",36484479,Emati,0.0,emati,0.0,,0.0,1,https://emati.biotec.tu-dresden.de,200,,,,2022-12-01,"Biotechnology Center (BIOTEC), Center for Molecular and Cellular Bioengineering (CMCB), Technische Universität Dresden, Tatzberg 47-49, Dresden 01307, Germany.","Kart Ö, Kwasnicki R, Lachmann K, Mestiashvili A, Schroeder M",,Bundesministerium für Bildung und Forschung,2.0,"Andorra, Germany",Emati,ok,Emati: a recommender system for biomedical literature based on supervised learning.,2022-2025,,,,
TITLE_CAPITALIZED,36255213,PharmaKoVariome,0.0,,0.0,pharmakovariome,0.0,1,http://www.pharmakovariome.com/,200,,,,2022-10-01,"Personal Genomics Institute (PGI), Genome Research Foundation (GRF), Cheongju 28190, Republic of Korea.","Bhak J, Choi JP, Kim J, Kim MS","20003641, 20011684","Industry and Energy, Ministry of Trade",3.0,,PharmaKoVariome,ok,PharmaKoVariome database for supporting genetic testing.,2022-2025,,,,
TITLE_CAPITALIZED,34551435,PncsHub,0.0,,0.0,pncshub,0.0,1,https://pncshub.erc.monash.edu/,200,,,,2022-01-01,"School of Computer Science and Information Security, Guilin University of Electronic Technology, Guilin 541004, China.","Cai J, Dai W, Li J, Li Q, Stubenrauch C, Su J, Wang J","LR19C060001, WIBEZD2017009-05","Chinese Academy of Sciences, Zhejiang Provincial Natural Science Foundation of China",6.0,"Andorra, China",PncsHub,ok,PncsHub: a platform for annotating and analyzing non-classically secreted proteins in Gram-positive bacteria.,2022-2025,,,,
