name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch
TITLE_CAPITALIZED,23794918,FORMIDABEL,0.9916006,formidabel,0.9916006,,0.9916006,1,http://ipt.biodiversity.be/resource.do?r=formidabel,200,Belgium,"(50.8505,4.3488)",,2013-06-03,"Instituut voor Natuur en Bosonderzoek, Kliniekstraat 25, B-1070, Brussels, Belgium.","Bortels J, Brosens D, Dekoninck W, Heughebaert A, Ignace D, Noé N, Vankerkhoven F, Wegnez P",,,2.0,Belgium,formidabel,ok,FORMIDABEL: The Belgian Ants Database.,2010-2022
TITLE_CAPITALIZED,22870325,miRSystem,0.99090517,,0.99090517,mirsystem,0.99090517,1,http://mirsystem.cgm.ntu.edu.tw/,200,"Taiwan, Province of China","(25.0531,121.5264)",,2012-08-01,"YongLin Biomedical Engineering Center, National Taiwan University, Taipei, Taiwan.","Chiu YC, Chuang EY, Hsiao CK, Lai LC, Lee CY, Lu TP, Tsai MH",,,245.0,,mirsystem,ok,miRSystem: an integrated system for characterizing enriched functions and pathways of microRNA targets.,2010-2022
TITLE_CAPITALIZED,31594943,ClimCKmap,0.9907298,,0.9907298,climckmap,0.9907298,1,http://hdl.handle.net/21.11125/a91f85cb-befd-4e14-8e83-24f17c4a0491,200,United States,"(37.7621,-122.3971)",,2019-10-08,"Department of Environmental Science and Policy, University of Milan, Via G. Celoria 26, 20133, Milan, Italy. silvio.marta@hotmail.it.","Amori G, Brunetti M, Cesaroni D, Ficetola GF, Marta S, Provenzale A, Sbordoni V, Stoch F",,,2.0,"Andorra, Italy",climckmap,ok,"ClimCKmap, a spatially, temporally and climatically explicit distribution database for the Italian fauna.",2010-2022
TITLE_CAPITALIZED,29790904,ChemMaps.com,0.9903236,,0.9903236,chemmaps.com,0.9903236,1,http://www.chemmaps.com,200,United Kingdom,"(51.5085,-0.1257)",,2018-11-01,"Department of Chemistry, Bioinformatics Research Center, North Carolina State University, Raleigh, NC, USA.","Borrel A, Fourches D, Kleinstreuer NC",,NC State Chancellor’s Faculty Excellence Program,9.0,United States,chemmaps.com,ok,Exploring drug space with ChemMaps.com.,2010-2022
CAPITALIZED,34469576,DEST,0.99010944,dest,0.99010944,,0.99010944,1,https://dest.bio,200,United States,"(37.7621,-122.3971)",,2021-12-01,"Department of Evolutionary Biology and Environmental Studies, University of Zürich, Switzerland.","Abbott JK, Alatortsev VE, Argyridou E, Barbadilla A, Behrman EL, Bergland AO, Bogaerts-Márquez M, Buendía-Ruíz AJ, Casillas S, Coronado-Zamora M, Dyer KA, Eric K, Espinosa-Jimenez ML, Fabian DK, Flatt T, Gallardo-Jiménez FD, Glaser-Schmitt A, Gonzalez J, Grath S, Guerreiro MPG, Guio L, Guirao-Rico S, Gómez-Julián MJ, Horváth V, Jelic M, Kankare M, Kapun M, Kozeretska I, Lamb K, Lazzaro BP, Loeschcke V, Machado HE, Maistrenko OM, Merenciano M, Merritt TJS, Montchamp-Moreau C, Mukha DV, Murga-Moreno J, Nunez JCB, Obbard DJ, Ometto L, Onder BS, Orengo DJ, Outten J, Paris M, Parsch J, Pasyukova E, Patenkovic A, Paulo T, Petrov D, Puerma E, Rajpurohit S, Rota-Stabelli O, Schaeffer SW, Schmidt P, Schou MF, Serga SV, Stamenkovic-Radak M, Staubach F, Tanaskovic M, Tauber E, Tern C, Torres JR, Ullastres A, Veselinovic MS, Vieira CP, Vieira J, Wang Y, Wheat CW, Yusuf L","133641, 165836, 1737/17, 274388701, 31003A_182262, 322980, 347368302, 4002-00113B, 408908608, 451-03-68/2020-14/200007, 451-03-68/2020-14/200178, 647900, BES-2012-052999, BFU-2011-24397, FWF P32275, H2020-ERC-2014-CoG-647900, P 32275, PP00P3_133641, PP00P3_165836, R01 GM100366, R01 GM137430, R35 GM118165, R35 GM119686, RGPIN-2018-05551, STA1154/4-1","Academy of Finland, Austrian Science Fund FWF, Danish Natural Science Research Council, Deutsche Forschungsgemeinschaft, ET Israel Science Foundation, European Research Council, European Union’s Horizon 2020 research and innovation programme, FPI fellowship, FS Deutsche Forschungsgemeinschaft, German Research Foundation, Ministry of Education, NIGMS NIH HHS, National Institutes of Health, Science and Technological Development of the Republic of Serbia, Spanish Ministry of Science and Innovation, Swiss National Science Foundation, TM NSERC",62.0,"Andorra, Switzerland",dest,ok,Drosophila Evolution over Space and Time (DEST): A New Population Genomics Resource.,2010-2022
TITLE_CAPITALIZED,"25883147, 30668675",ReproGenomics Viewer,0.98960894,,0.98960894,reprogenomics viewer,0.98960894,2,http://rgv.genouest.org,200,France,"(48.1111,-1.6743)",,2015-04-16,"Inserm U1085-Irset, Université de Rennes 1, F-35042 Rennes, France Institut de Recherche en Informatique et Systèmes Aléatoires (IRISA/INRIA) - GenOuest platform, Université de Rennes 1, F-35042 Rennes, France.; Univ Rennes, Inserm, EHESP, Irset (Institut de recherche en santé, environnement et travail) - UMR_S 1085, Rennes F-35000, France.","Alary N, Becker E, Chalmel F, Collin O, Darde TA, Evrard B, Jégou B, Lardenois A, Le Bras Y, Lecluze E, Monjeaud C, Nef S, Rolland AD, Sallou O, Stévant I, Tüttelmann F","ANR n° 16-CE14-0017-02, ANSES n° EST-13-081, CRU 326, FRM n° DBI20131228558, SNF n° CRS115_171007, n° EST-17-256, n°18-CE14-0038-02","Clinical Research Unit ‘Male Germ Cells: from Genes to Function’, DFG, EHESP, Fondation pour la recherche médicale, French National Institute of Health and Medical Research, French National Research Agency, French School of Public Health, French agency for food and safety, Swiss National Science Foundation, University of Rennes 1",76.0,France,reprogenomics viewer,ok,The ReproGenomics Viewer: an integrative cross-species toolbox for the reproductive science community. | The ReproGenomics Viewer: a multi-omics and cross-species resource compatible with single-cell studies for the reproductive science community.,2010-2022
TITLE_CAPITALIZED,29896176,Human Virome Protein Cluster Database,0.98889714,,0.98889714,human virome protein cluster database,0.98889714,1,http://metagenomics.anl.gov/,200,United States,"(41.8500,-87.6500)",,2018-05-29,"Institute of Virology, Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt, Oberschleißheim, Germany.","Deng L, Elbehery AHA, Feichtmayer J, Griebler C, Singh D",DE2360/1-1,Deutsche Forschungsgemeinschaft,18.0,Germany,human virome protein cluster database,ok,The Human Virome Protein Cluster Database (HVPC): A Human Viral Metagenomic Database for Diversity and Function Annotation.,2010-2022
TITLE_CAPITALIZED,26375206,Cam-CAN,0.9884903,,0.9884903,cam-can,0.9884903,1,http://www.mrc-cbu.cam.ac.uk/datasets/camcan/,200,United Kingdom,"(52.2000,0.1167)",,2015-09-12,"School of Psychological Sciences, The University of Manchester, Zochonis Building, Brunswick Street, Manchester M13 9PL, UK. Electronic address: jason.taylor@manchester.ac.uk.","Auer T, Cam-Can, Cusack R, Dixon M, Henson RN, Shafto MA, Taylor JR, Tyler LK, Williams N","103838/Z/14/Z, BB/H008217/1, MC_U105579212, MC_U105579215, MC_U105579226, MC_U105597119, MC_UU_00005/12","Biotechnology and Biological Sciences Research Council, Medical Research Council, Wellcome Trust",459.0,United Kingdom,cam-can,ok,"The Cambridge Centre for Ageing and Neuroscience (Cam-CAN) data repository: Structural and functional MRI, MEG, and cognitive data from a cross-sectional adult lifespan sample.",2010-2022
CAPITALIZED,22438982,AACT,0.988355,aact,0.988355,,0.988355,1,https://www.trialstransformation.org/projects/improving-the-public-interface-for-use-of-aggregate-data-in-clinicaltrials.gov/aact-database-for-aggregate-analysis-of-clinicaltrials.gov,200,United States,"(32.7831,-96.8067)",,2012-03-16,"Duke Clinical Research Institute, Durham, North Carolina, United States of America. asba.tasneem@duke.edu","Aberle L, Ananth H, Chakraborty S, Chiswell K, McCourt BJ, Pietrobon R, Tasneem A",U19 FD003800,FDA HHS,109.0,United States,aact,review,The database for aggregate analysis of ClinicalTrials.gov (AACT) and subsequent regrouping by clinical specialty.,2010-2022
TITLE_CAPITALIZED,26055102,BioAcoustica,0.98823625,,0.98823625,bioacoustica,0.98823625,1,http://bio.acousti.ca,200,United Kingdom,"(51.5085,-0.1257)",,2015-06-08,"Department of Life Sciences, Natural History Museum, Cromwell Road, London SW7 5BD, UK and Environment Department, University of York, Heslington, York YO10 5DD, UK edward.baker@nhm.ac.uk.","Baker E, Hill J, Price BW, Rycroft SD, Smith VS",BB/K006754/1,Biotechnology and Biological Sciences Research Council,16.0,"Andorra, United Kingdom",bioacoustica,ok,BioAcoustica: a free and open repository and analysis platform for bioacoustics.,2010-2022
TITLE_CAPITALIZED,25100688,Drug/Cell-line Browser,0.98676294,,0.98676294,drug/cell-line browser,0.98676294,1,http://www.maayanlab.net/LINCS/DCB,200,United States,"(34.0522,-118.2437)",,2014-08-06,"Department of Pharmacology and Systems Therapeutics, Systems Biology Center New York, Icahn School of Medicine at Mount Sinai, New York, NY 10029 and Center for Cancer Research, Massachusetts General Hospital Cancer Center, Harvard Medical School, Charlestown, MA 02129, USA.","Benes CH, Duan Q, Fernandez NF, Ma'ayan A, Rouillard AD, Tan CM, Wang Z","R01 DK088541, R01 GM098316, R01DK088541-01A1, R01GM098316-01A1, T32 HL007824, U54 CA189201, U54 HG006097, U54 HL127624, U54CA189201, U54HG006097-02S1","NCI NIH HHS, NHGRI NIH HHS, NHLBI NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS",8.0,"Andorra, United States",drug/cell-line browser,ok,Drug/Cell-line Browser: interactive canvas visualization of cancer drug/cell-line viability assay datasets.,2010-2022
CAPITALIZED,31738401,SPDI,0.9867612,spdi,0.9867612,,0.9867612,1,https://api.ncbi.nlm.nih.gov/variation/v0,200,United States,"(38.9807,-77.1003)",,2020-03-01,"Information Engineering Branch, National Center for Biotechnology Information (NCBI), National Library of Medicine (NLM), National Institutes of Health (NIH), Bethesda, MD 20894, USA.","Holmes JB, Kattman B, Maglott D, Moyer E, Phan L",,"Intramural Research Program, NIH, National Institutes of Health, National Library of Medicine",43.0,United States,spdi,ok,SPDI: data model for variants and applications at NCBI.,2010-2022
TITLE_CAPITALIZED,35474959,NeuroGT,0.98555547,,0.98555547,neurogt,0.98555547,1,https://ssbd.riken.jp/neurogt/,200,Japan,"(34.6913,135.1830)",,2021-05-25,"Brain Function Laboratory, National Institute of Genetics, 1111 Yata, Mishima 411-8540, Japan.","Fujimori T, Hirata T, Itoga H, Kiyonari H, Oka S, Onami S, Shioi G, Tohsato Y","19HP7002, 20H03345, JP16H06280, JP18H05412","Culture, Japan Society for the Promotion of Science, Ministry of Education, ROIS, Science and Technology, Sports",11.0,Japan,neurogt,ok,NeuroGT: A brain atlas of neurogenic tagging CreER drivers for birthdate-based classification and manipulation of mouse neurons.,2010-2022
TITLE_CAPITALIZED,32221612,QuartataWeb,0.9844977,,0.9844977,quartataweb,0.9844977,1,http://quartata.csb.pitt.edu,200,United States,"(40.4406,-79.9959)",,2020-06-01,Department of Computational and Systems Biology School of Medicine.,"Bahar I, Li H, Pei F, Taylor DL","P30 DA035778, P41 GM103712, R01 DK117881, U01 TR002383","NCATS NIH HHS, NIDA NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS, National Institutes of Health",21.0,Andorra,quartataweb,ok,QuartataWeb: Integrated Chemical-Protein-Pathway Mapping for Polypharmacology and Chemogenomics.,2010-2022
TITLE_CAPITALIZED,30793173,CausalTAB,0.98414433,,0.98414433,causaltab,0.98414433,1,https://psicquic.github.io/,200,United States,"(37.7621,-122.3971)",,2019-10-01,"Department of Biology, University of Rome Tor Vergata, Rome, Italy.","Acencio ML, Bradley G, Cesareni G, Del Toro N, Fazekas D, Hermjakob H, Korcsmaros T, Kuiper M, Licata L, Lo Surdo P, Lovering RC, Lægreid A, Orchard S, Perfetto L, Porras P, Thomas PD, Touré V, Zobolas J","18137, 20322, 247727, 322749, BB/J004529/1, BB/P016774/1, BBS/E/F/00044500, BBS/E/T/000PR9819, CA15205, OTAR-044, RG/13/5/30112","AIRC, Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, British Heart Foundation, DEPTH Project of the European Research Council, ELIXIR-IIB, ERACoSysMed grant COLOSYS, Earlham Institute, European Research Council, Gene Regulation Ensemble Effort for the Knowledge Commons, Italian Association for Cancer Research, Italian Node of the European ELIXIR, National Institute for Health Research (NIHR), National Institute for Health Research University College London Hospitals Biomedical Research Centre, Norwegian University of Science and Technology’s Strategic Research Area ‘NTNU Health’, Quadrams Institute, Research Council of Norway, Wellcome Trust, the British Heart Foundation",24.0,Italy,causaltab,review,CausalTAB: the PSI-MITAB 2.8 updated format for signalling data representation and dissemination.,2010-2022
TITLE_CAPITALIZED,25414328,INFRAFRONTIER,0.9838918,infrafrontier,0.9838918,,0.9838918,1,http://www.infrafrontier.eu,200,Germany,"(52.5244,13.4105)",,2014-11-20,,,"MC_U142684171, MC_U142684172, MC_UP_1502/2",Medical Research Council,39.0,,infrafrontier,ok,INFRAFRONTIER--providing mutant mouse resources as research tools for the international scientific community.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",31329252,sAOP,0.9838475,saop,0.9838475,,0.9838475,1,http://saop.cpr.ku.dk,200,Denmark,"(55.6759,12.5655)",,2019-12-01,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, DK-2200, Denmark.","Aguayo-Orozco A, Audouze K, Barouki R, Brunak S, Siggaard T, Taboureau O","681002, NNF14CC0001, PI Søren Brunak","European Union’s Horizon 2020 program, INSERM, Novo Nordisk Foundation, Novo Nordisk Foundation Center for Protein Research, University of Paris Descartes-USPC",21.0,"Andorra, Denmark",saop,ok,sAOP: linking chemical stressors to adverse outcomes pathway networks.,2010-2022
TITLE_CAPITALIZED,30208877,Global Abortion Policies Database,0.9838327,,0.9838327,global abortion policies database,0.9838327,1,http://ghdx.healthdata.org/record/annual-review-population-law-database-abortion-laws-world,200,United States,"(37.7621,-122.3971)",,2018-09-12,"Department of Reproductive Health and Research and UNDP-UNFPA-UNICEF-WHO-World Bank Special Programme of Research, Development and Research Training in Human Reproduction (HRP), World Health Organization, 20 Avenue Appia, CH-1211, Geneva 27, Switzerland. johnsonb@who.int.","Johnson BR Jr, Lavelanet AF, Schlitt S",001,World Health Organization,15.0,"Andorra, Switzerland",global abortion policies database,ok,"Global Abortion Policies Database: a new approach to strengthening knowledge on laws, policies, and human rights standards.",2010-2022
TITLE_CAPITALIZED,31392322,Protein Homeostasis Database,0.9837842,,0.9837842,protein homeostasis database,0.9837842,1,http://PHDB.switchlab.org/,200,Belgium,"(50.8796,4.7009)",,2020-02-01,"Switch Laboratory, VIB-KU Leuven Center for Brain & Disease Research, VIB, Leuven 3000, Belgium.","Botzki A, Houben B, Kreft Ł, Ramakrishnan R, Rousseau F, Schymkowitz J","60839, 647458","Erasmus Mundus fellowship, European Research Council, European Research Council under the European Union&apos;s Horizon 2020, Federal Office for Scientific Affairs of Belgium, Flanders Agency for innovation by Science and Technology, Scientific Research Flanders, University of Leuven",4.0,Belgium,protein homeostasis database,ok,Protein Homeostasis Database: protein quality control in E.coli.,2010-2022
TITLE_CAPITALIZED,33119075,Phosphomatics,0.9837726,,0.9837726,phosphomatics,0.9837726,1,https://phosphomatics.com,200,Australia,"(-37.8140,144.9633)",,2021-07-01,"Melbourne Mass Spectrometry and Proteomics Facility, Bio21 Molecular Science & Biotechnology Institute, The University of Melbourne, Melbourne, VIC 3010, Australia.","Ameen S, Ang CS, Cheng HC, Iannuccelli M, Leeming MG, Licata L, Lo Surdo P, Micarelli E, Nie S, O'Callaghan S, Varshney S, Williamson NA",,The University of Melbourne Mass Spectrometry and Proteomics Facility and the Bio21 Molecular Science &amp; Biotechnology Institute,15.0,"Andorra, Australia",phosphomatics,ok,Phosphomatics: interactive interrogation of substrate-kinase networks in global phosphoproteomics datasets.,2010-2022
TITLE_CAPITALIZED,29866037,Disbiome,0.9836964,,0.9836964,disbiome,0.9836964,1,https://disbiome.ugent.be,200,Belgium,"(50.8505,4.3488)",,2018-06-04,"Drug Quality and Registration (DruQuaR) Group, Faculty of Pharmaceutical Sciences, Ghent University, Ottergemsesteenweg 460, B-9000, Ghent, Belgium.","Bronselaer A, De Spiegeleer B, De Tré G, Debunne N, Janssens Y, Nielandt J, Van Immerseel F, Vandewynckel YP, Verbeke F, Wynendaele E","131356, 1S21017N","Agentschap voor Innovatie door Wetenschap en Technologie, Fonds Wetenschappelijk Onderzoek",144.0,"Andorra, Belgium",disbiome,ok,Disbiome database: linking the microbiome to disease.,2010-2022
TITLE_CAPITALIZED,32841606,Gut Virome Database,0.9834897,,0.9834897,gut virome database,0.9834897,1,http://portal.nersc.gov/dna/microbial/prokpubs/EarthVirome_DP/final_list.hmms,200,United States,"(37.8716,-122.2728)",,2020-08-24,"Department of Microbiology, Ohio State University, Columbus, OH 43210, USA.","Bolduc B, Gregory AC, Howell A, Sullivan MB, Zablocki O, Zayed AA","R01 HG010318, T32 AI112542","Gordon and Betty Moore Foundation, NHGRI NIH HHS, NIAID NIH HHS, National Institutes of Health",453.0,United States,gut virome database,ok,The Gut Virome Database Reveals Age-Dependent Patterns of Virome Diversity in the Human Gut.,2010-2022
TITLE_CAPITALIZED,31236093,Raman Open Database,0.98326886,,0.98326886,raman open database,0.98326886,1,http://www.crystallography.net/cod,200,Lithuania,"(54.6892,25.2798)",,2019-05-28,"Normandie Université, CRISMAT-ENSICAEN, UMR6508 CNRS, Université de Caen Normandie, 6 Boulevard Maréchal Juin, 14050 Caen, France.","Bardeau JF, Borovin E, Cassetta M, Chateigner D, El Mendili Y, Gascoin S, Gražulis S, Hehlen B, Kumar A, Le Guen M, Lutterotti L, Mariotto G, Mathevet F, Merkys A, Orberger B, Petit S, Secchi M, Simon P, Vaitkus A, Zanatta M",,,14.0,France,raman open database,ok,Raman Open Database: first interconnected Raman-X-ray diffraction open-access resource for material identification.,2010-2022
TITLE_CAPITALIZED,28334266,Phenopolis,0.98209715,,0.98209715,phenopolis,0.98209715,1,https://phenopolis.github.io,200,United States,"(37.7621,-122.3971)",,2017-08-01,"UCL Genetics Institute, University College London, London WC1E 6BT, UK.","Arno G, Black GC, Blanco-Kelly F, Cipriani V, Clark T, Downes S, Fiorentino A, Greene D, Gregory DS, Halford S, Hardcastle AJ, Inglehearn CF, Jacobsen JOB, Moghul I, Murphy C, Nemeth AM, Plagnol V, Pontikos N, Vulliamy T, Webster AR, Withington L, Wong TLE, Yu J","1759459, 2063, CL-2017-06-001","Action Medical Research, Biotechnology and Biological Sciences Research Council, National Institute for Health Research (NIHR)",39.0,United Kingdom,phenopolis,review,Phenopolis: an open platform for harmonization and analysis of genetic and phenotypic data.,2010-2022
