global_row,chunk,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
877,5,PFAS-Tox Database,The PFAS-Tox Database: A systematic evidence map of health studies on 29 per- and polyfluoroalkyl substances.,PFAS-Tox Database,PFAS-Tox Database,HIGH,No expansion in title
878,5,Open Biomedical Imaging Archive,OBIA: An Open Biomedical Imaging Archive.,OBIA,Open Biomedical Imaging Archive,HIGH,Expansion explicit - OBIA maps to Open Biomedical Imaging Archive
879,5,OSAP,COSAP: Comparative Sequencing Analysis Platform.,COSAP,Comparative Sequencing Analysis Platform,HIGH,Expansion explicit - COSAP maps to words in title
880,5,Locuaz,Locuaz: an in silico platform for protein binders optimization.,Locuaz,Locuaz,HIGH,No expansion in title
881,5,OThresher,GOThresher: a program to remove annotation biases from protein function annotation datasets.,GOThresher,GOThresher,HIGH,No expansion in title
882,5,Visiomode,Visiomode: An open-source platform for building rodent touchscreen-based behavioral assays.,Visiomode,Visiomode,HIGH,No expansion in title
883,5,enchAMRking,BenchAMRking: a Galaxy-based platform for illustrating the major issues associated with current antimicrobial resistance (AMR) gene prediction workflows.,BenchAMRking,BenchAMRking,HIGH,No expansion in title
884,5,BEAGLE,BEAGLE 2.0: A Web Server for RNA Secondary Structure Similarity Detection Leveraging SHAPE-directed RNA Structure Determination.,BEAGLE,BEAGLE,HIGH,No expansion in title
885,5,PancanQTLv2.0,PancanQTLv2.0: a comprehensive resource for expression quantitative trait loci across human cancers.,PancanQTLv2.0,PancanQTLv2.0,HIGH,No expansion in title
886,5,FoPGDB,"FoPGDB: a pangenome database of Fusarium oxysporum, a cross-kingdom fungal pathogen.",FoPGDB,FoPGDB,HIGH,No expansion in title
887,5,COVID-19Base,COVID-19Base v3: Update of the knowledgebase for drugs and biomedical entities linked to COVID-19.,COVID-19Base,COVID-19Base,HIGH,No expansion in title
888,5,Molecules,"MIPD: Molecules, Imagings, and Clinical Phenotype Integrated Database.",MIPD,MIPD,HIGH,No expansion in title
889,5,ipidMS,LipidMS 3.0: an R-package and a web-based tool for LC-MS/MS data processing and lipid annotation.,LipidMS,LipidMS,HIGH,No expansion in title
890,5,PTMD 2.0,PTMD 2.0: an updated database of disease-associated post-translational modifications.,PTMD 2.0,PTMD 2.0,HIGH,No expansion in title
891,5,OLS,OLS4: a new Ontology Lookup Service for a growing interdisciplinary knowledge ecosystem.,OLS4,Ontology Lookup Service,HIGH,Expansion explicit in title
892,5,AGC,AGC: compact representation of assembled genomes with fast queries and updates.,AGC,AGC,HIGH,No expansion in title
893,5,ssMutPA,ssMutPA: single-sample mutation-based pathway analysis approach for cancer precision medicine.,ssMutPA,ssMutPA,HIGH,No expansion in title
894,5,hosMap,PhosMap: An ensemble bioinformatic platform to empower interactive analysis of quantitative phosphoproteomics.,PhosMap,PhosMap,HIGH,No expansion in title
895,5,CODD-Pred,CODD-Pred: A Web Server for Efficient Target Identification and Bioactivity Prediction of Small Molecules.,CODD-Pred,CODD-Pred,HIGH,No expansion in title
896,5,Distribution Of Prokaryotic Protein Families,GDPF: a data resource for the distribution of prokaryotic protein families across the global biosphere.,GDPF,GDPF,HIGH,No expansion in title
897,5,FlyPhoneDB2,FlyPhoneDB2: A computational framework for analyzing cell-cell communication in Drosophila scRNA-seq data integrating AlphaFold-multimer predictions.,FlyPhoneDB2,FlyPhoneDB2,HIGH,No expansion in title
898,5,Cross,CIEC: Cross-tissue Immune Cell Type Enrichment and Expression Map Visualization for Cancer.,CIEC,CIEC,HIGH,No expansion in title
899,5,PrankWeb,PrankWeb 3: accelerated ligand-binding site predictions for experimental and modelled protein structures.,PrankWeb,PrankWeb,HIGH,No expansion in title
900,5,pSATdb 2.0,"pSATdb 2.0: a database of organellar common, polymorphic, and unique microsatellites.",pSATdb 2.0,pSATdb 2.0,HIGH,No expansion in title
901,5,AARS Online,"AARS Online: A collaborative database on the structure, function, and evolution of the aminoacyl-tRNA synthetases.",AARS Online,AARS Online,HIGH,No expansion in title
902,5,Oryza CLIMtools,Oryza CLIMtools: A genome-environment association resource reveals adaptive roles for heterotrimeric G proteins in the regulation of rice agronomic traits.,Oryza CLIMtools,Oryza CLIMtools,HIGH,No expansion in title
903,5,Agnodice,Agnodice: indexing experimentally supported bacterial sRNA-RNA interactions.,Agnodice,Agnodice,HIGH,No expansion in title
904,5,raphGONet,GraphGONet: a self-explaining neural network encapsulating the Gene Ontology graph for phenotype prediction on gene expression.,GraphGONet,GraphGONet,HIGH,No expansion in title
905,5,Crop-GPA,Crop-GPA: an integrated platform of crop gene-phenotype associations.,Crop-GPA,Crop-GPA,HIGH,No expansion in title
906,5,Genetically Modified Mice Information Database,GMMID: genetically modified mice information database.,GMMID,Genetically Modified Mice Information Database,HIGH,Expansion explicit - GMMID maps to words in title
907,5,Assessment,CAPRI-Q: The CAPRI resource evaluating the quality of predicted structures of protein complexes.,CAPRI-Q,CAPRI-Q,HIGH,No expansion in title
908,5,AMMA,"GAMMA: a tool for the rapid identification, classification and annotation of translated gene matches from sequencing data.",GAMMA,GAMMA,HIGH,No expansion in title
909,5,DHARANI,DHARANI: A 3D Developing Human-Brain Atlas Resource to Advance Neuroscience Internationally Integrated Multimodal Imaging and High-Resolution Histology of the Second Trimester.,DHARANI,DHARANI,HIGH,No expansion in title
910,5,Nphos,Nphos: Database and Predictor of Protein N-phosphorylation.,Nphos,Nphos,HIGH,No expansion in title
911,5,Rmadillo,MOLGENIS Armadillo: a lightweight server for federated analysis using DataSHIELD.,MOLGENIS Armadillo,MOLGENIS Armadillo,HIGH,No expansion in title
912,5,MGnify Genomes,MGnify Genomes: A Resource for Biome-specific Microbial Genome Catalogues.,MGnify Genomes,MGnify Genomes,HIGH,No expansion in title
913,5,Multiorgan,MUTATE: a human genetic atlas of multiorgan artificial intelligence endophenotypes using genome-wide association summary statistics.,MUTATE,MUTATE,HIGH,No expansion in title
914,5,Dali,Dali server: structural unification of protein families.,Dali,Dali,HIGH,No expansion in title
915,5,COBREXA 2,COBREXA 2: tidy and scalable construction of complex metabolic models.,COBREXA 2,COBREXA 2,HIGH,No expansion in title
916,5,getSequenceInfo,getSequenceInfo: a suite of tools allowing to get genome sequence information from public repositories.,getSequenceInfo,getSequenceInfo,HIGH,No expansion in title
917,5,Genome Editing Meta-database,Pipeline to explore information on genome editing using large language models and genome editing meta-database.,Genome Editing Meta-database,Genome Editing Meta-database,HIGH,Already descriptive name
918,5,SAAMBE-MEM,SAAMBE-MEM: a sequence-based method for predicting binding free energy change upon mutation in membrane protein-protein complexes.,SAAMBE-MEM,SAAMBE-MEM,HIGH,No expansion in title
919,5,eUseData,ReUseData: an R/Bioconductor tool for reusable and reproducible genomic data management.,ReUseData,ReUseData,HIGH,No expansion in title
920,5,Marigold,Marigold: a machine learning-based web app for zebrafish pose tracking.,Marigold,Marigold,HIGH,No expansion in title
921,5,lzCode,AlzCode: a platform for multiview analysis of genes related to Alzheimer's disease.,AlzCode,AlzCode,HIGH,No expansion in title
922,5,Single-cell Lineage Tracing Database,scLTdb: a comprehensive single-cell lineage tracing database.,scLTdb,scLTdb,HIGH,No expansion in title
923,5,Abalign,Abalign: a comprehensive multiple sequence alignment platform for B-cell receptor immune repertoires.,Abalign,Abalign,HIGH,No expansion in title
924,5,DIANA-miRPath,DIANA-miRPath v4.0: expanding target-based miRNA functional analysis in cell-type and tissue contexts.,DIANA-miRPath,DIANA-miRPath,HIGH,No expansion in title
925,5,NucMap 2.0,NucMap 2.0: An Updated Database of Genome-wide Nucleosome Positioning Maps Across Species.,NucMap 2.0,NucMap 2.0,HIGH,No expansion in title
926,5,Nanobase.org,Nanobase.org: a repository for DNA and RNA nanostructures.,Nanobase.org,Nanobase.org,HIGH,No expansion in title
927,5,REMBRANDT,Enhancing the REMBRANDT MRI collection with expert segmentation labels and quantitative radiomic features.,REMBRANDT,REMBRANDT,HIGH,No expansion in title
928,5,Amphibian Genomics Consortium,The Amphibian Genomics Consortium: advancing genomic and genetic resources for amphibian research and conservation.,Amphibian Genomics Consortium,Amphibian Genomics Consortium,HIGH,Already descriptive name
929,5,eoCancerPrognosticDatasetsRetriever,geoCancerPrognosticDatasetsRetriever: a bioinformatics tool to easily identify cancer prognostic datasets on Gene Expression Omnibus (GEO).,geoCancerPrognosticDatasetsRetriever,geoCancerPrognosticDatasetsRetriever,HIGH,No expansion in title
930,5,DIGEST,"Online in silico validation of disease and gene sets, clusterings or subnetworks with DIGEST.",DIGEST,DIGEST,HIGH,No expansion in title
931,5,Decomprolute,Decomprolute is a benchmarking platform designed for multiomics-based tumor deconvolution.,Decomprolute,Decomprolute,HIGH,No expansion in title
932,5,Alpha&ESMhFolds,Alpha&ESMhFolds: A Web Server for Comparing AlphaFold2 and ESMFold Models of the Human Reference Proteome.,Alpha&ESMhFolds,Alpha&ESMhFolds,HIGH,No expansion in title
933,5,Alzheimer DataLENS,Alzheimer DataLENS: An Open Data Analytics Portal for Alzheimer's Disease Research.,Alzheimer DataLENS,Alzheimer DataLENS,HIGH,No expansion in title
934,5,Hacksig,hacksig: a unified and tidy R framework to easily compute gene expression signature scores.,hacksig,hacksig,HIGH,No expansion in title
935,5,scATAC-seq preprocessing and imputation evaluation system,"scATAC-seq preprocessing and imputation evaluation system for visualization, clustering and digital footprinting.",scATAC-seq preprocessing and imputation evaluation system,scATAC-seq preprocessing and imputation evaluation system,HIGH,Already descriptive name
936,5,DAVID Ortholog,DAVID Ortholog: an integrative tool to enhance functional analysis through orthologs.,DAVID Ortholog,DAVID Ortholog,HIGH,No expansion in title
937,5,ISSTA,HISSTA: a human in situ single-cell transcriptome atlas.,HISSTA,HISSTA,HIGH,No expansion in title
938,5,CovEp,CovEpiAb: a comprehensive database and analysis resource for immune epitopes and antibodies of human coronaviruses.,CovEpiAb,CovEpiAb,HIGH,No expansion in title
939,5,Pysodb,Streamlining spatial omics data analysis with Pysodb.,Pysodb,Pysodb,HIGH,No expansion in title
940,5,Genebe.net,Genebe.net: Implementation and validation of an automatic ACMG variant pathogenicity criteria assignment.,Genebe.net,Genebe.net,HIGH,No expansion in title
941,5,TKO,Assessing interference in isobaric tag-based sample multiplexing using an 18-plex interference standard.,TKO,TKO,HIGH,No expansion in title
942,5,EV-ADD,"EV-ADD, a database for EV-associated DNA in human liquid biopsy samples.",EV-ADD,EV-ADD,HIGH,No expansion in title
943,5,Solu,Solu: a cloud platform for real-time genomic pathogen surveillance.,Solu,Solu,HIGH,No expansion in title
944,5,Microbe Directory,The Microbe Directory: a centralized database for biological interpretation of microbiome data.,Microbe Directory,Microbe Directory,HIGH,No expansion in title
945,5,Gene Updater,Gene Updater: a web tool that autocorrects and updates for Excel misidentified gene names.,Gene Updater,Gene Updater,HIGH,No expansion in title
946,5,Microbial Signal Transduction,"MiST 4.0: a new release of the microbial signal transduction database, now with a metagenomic component.",MiST,MiST,HIGH,No expansion in title
947,5,PAE viewer,PAE viewer: a webserver for the interactive visualization of the predicted aligned error for multimer structure predictions and crosslinks.,PAE viewer,PAE viewer,HIGH,No expansion in title
948,5,FAST_QC,DFAST_QC: quality assessment and taxonomic identification tool for prokaryotic Genomes.,DFAST_QC,DFAST_QC,HIGH,No expansion in title
949,5,IGNORApp,SIGNORApp: a Cytoscape 3 application to access SIGNOR data.,SIGNORApp,SIGNORApp,HIGH,No expansion in title
950,5,OER,IUPAC International Chemical Identifier (InChI)-related education and training materials through InChI Open Education Resource (OER).,InChI OER,InChI Open Education Resource,HIGH,Expansion explicit in parentheses
951,5,Rigon,tRigon: an R package and Shiny App for integrative (path-)omics data analysis.,tRigon,tRigon,HIGH,No expansion in title
952,5,Ribocentre-switch,Ribocentre-switch: a database of riboswitches.,Ribocentre-switch,Ribocentre-switch,HIGH,No expansion in title
953,5,Codon Statistics,The Codon Statistics Database: A Database of Codon Usage Bias.,Codon Statistics Database,Codon Statistics Database,HIGH,No expansion in title
954,5,Riority Index,Priority index: database of genetic targets in immune-mediated disease.,Priority Index,Priority Index,HIGH,No expansion in title
955,5,GAS-J,"GAS-J, a User-Friendly Browser Application for Genome Assembly, emm-Typing, MLST Typing, and Virulence Factor Gene Detection of Streptococcus pyogenes.",GAS-J,GAS-J,HIGH,No expansion in title
956,5,arKG,TarKG: a comprehensive biomedical knowledge graph for target discovery.,TarKG,TarKG,HIGH,No expansion in title
957,5,Haplogrep,Haplogrep 3 - an interactive haplogroup classification and analysis platform.,Haplogrep,Haplogrep,HIGH,No expansion in title
958,5,PBrowse,"VPBrowse: Genome-based representation of MS/MS spectra to quantify 10,000 bovine proteins.",VPBrowse,VPBrowse,HIGH,No expansion in title
