pmid,title,entity,false_positive_reason,pattern_categories,num_patterns
33177916,Comparative Genomics Platform and Phylogenetic Analysis of Fungal Laccases and Multi-Copper Oxidases.,,Focuses on analysis/study using data from resource,analysis_study,1
26146076,Regional Cell-Specific Transcriptome Mapping Reveals Regulatory Complexity in the Adult Drosophila Midgut.,,Uses resource as analysis tool,reveals_identifies,1
22161327,Proteome-wide screens in Saccharomyces cerevisiae using the yeast GFP collection.,,Uses resource as analysis tool,using_with,1
30541929,A Statistical Procedure for Genome-Wide Detection of QTL Hotspots Using Public Databases with Application to Rice.,,Uses resource as analysis tool,using_with,1
35121907,"The Cancer Surfaceome Atlas integrates genomic, functional and drug response data to identify actionable targets.",,Uses resource as analysis tool,reveals_identifies,1
34473083,How do I get the most out of my protein sequence using bioinformatics tools?,,Uses resource as analysis tool,using_with,1
33391542,Network- and systems-based re-engineering of dendritic cells with non-coding RNAs for cancer immunotherapy.,,Uses resource as analysis tool,using_with,1
23233129,Development of universal genetic markers based on single-copy orthologous (COSII) genes in Poaceae.,,Describes method/approach based on resource data,based_approach,1
27580718,EURISCO: The European search catalogue for plant genetic resources.,eurisco,Data mining/querying of existing resource,mining_data,1
31813695,Using research to guide practice: The Physiotherapy Evidence Database (PEDro).,pedro,Uses resource as analysis tool,using_with,1
27918179,Mining big data to extract patterns and predict real-life outcomes.,,Data mining/querying of existing resource,mining_data,1
34078215,"COVID-19 pandemic: SARS-CoV-2 specific vaccines and challenges, protection via BCG trained immunity, and clinical trials.",,Uses resource as analysis tool,using_with,1
31127124,Exploratory Gene Ontology Analysis with Interactive Visualization.,,Uses resource as analysis tool,using_with,1
32436852,"Supporting Self-Management of Cardiovascular Diseases Through Remote Monitoring Technologies: Metaethnography Review of Frameworks, Models, and Theories Used in Research and Development.",,Uses resource as analysis tool,using_with,1
32616742,Web portal for analytical validation of MRM-MS assay abided with integrative multinational guidelines.,,Uses resource as analysis tool,using_with,1
33761868,m<sup>7</sup>GDisAI: N7-methylguanosine (m<sup>7</sup>G) sites and diseases associations inference based on heterogeneous network.,,Describes method/approach based on resource data,based_approach,1
27175227,Filtering large-scale event collections using a combination of supervised and unsupervised learning for event trigger classification.,,Uses resource as analysis tool,using_with,1
30549030,Whole mouse brain reconstruction and registration to a reference atlas with standard histochemical processing of coronal sections.,,Uses resource as analysis tool,using_with,1
"26807157, 28802948",The development of models to predict melting and pyrolysis point data associated with several hundred thousand compounds mined from PATENTS.,,Uses resource as analysis tool,using_with,1
"23920826, 29295221",Analyses of medical data models - identifying common concepts and items in a repository of medical forms.,,Uses resource as analysis tool,reveals_identifies,1
"26132000, 28578176, 33905618",Using the PhenX Toolkit to Add Standard Measures to a Study.,,Uses resource as analysis tool,using_with,1
"28873092, 28934265, 33663077",Effect of cervical cancer education and provider recommendation for screening on screening rates: A systematic review and meta-analysis.,,Focuses on analysis/study using data from resource,analysis_study,1
26434392,Protein function annotation using protein domain family resources.,cath | gene3d,Uses resource as analysis tool,using_with,1
34147079,ORFik: a comprehensive R toolkit for the analysis of translation.,orfik,Focuses on analysis/study using data from resource,analysis_study,1
30097089,"Atlas of the Radical SAM Superfamily: Divergent Evolution of Function Using a ""Plug and Play"" Domain.",,Uses resource as analysis tool,using_with,1
21737420,Conceptual framework and pilot study to benchmark phylogenomic databases based on reference gene trees.,eggnog | oma,Describes method/approach based on resource data,based_approach,1
28617955,Expression atlas and comparative coexpression network analyses reveal important genes involved in the formation of lignified cell wall in Brachypodium distachyon.,,Uses resource as analysis tool,reveals_identifies,1
29695735,Integrative annotation and knowledge discovery of kinase post-translational modifications and cancer-associated mutations through federated protein ontologies and resources.,,Uses resource as analysis tool,using_with,1
34252933,On the feasibility of deep learning applications using raw mass spectrometry data.,,Uses resource as analysis tool,using_with,1
25889708,De novo transcriptome sequencing of Agropyron cristatum to identify available gene resources for the enhancement of wheat.,kegg | cog | pfam,Uses resource as analysis tool,reveals_identifies,1
23169059,Supporting conditional mouse mutagenesis with a comprehensive cre characterization resource.,,Uses resource as analysis tool,using_with,1
24773781,Integrating bioinformatic resources to predict transcription factors interacting with cis-sequences conserved in co-regulated genes.,,Uses resource as analysis tool,using_with,1
22741533,Huntington's disease and its therapeutic target genes: a global functional profile based on the HD Research Crossroads database.,kegg | pfam,Describes method/approach based on resource data,based_approach,1
29524042,Automated reaction database and reaction network analysis: extraction of reaction templates using cheminformatics.,rmg,Uses resource as analysis tool,using_with,1
26966655,A systematic review of pediatric clinical trials of high dose vitamin D.,,Focuses on analysis/study using data from resource,analysis_study,1
22702658,An elm EST database for identifying leaf beetle egg-induced defense genes.,,Uses resource as analysis tool,reveals_identifies,1
31032842,The MACADAM database: a MetAboliC pAthways DAtabase for Microbial taxonomic groups for mining potential metabolic capacities of archaeal and bacterial taxonomic groups.,macadam,Data mining/querying of existing resource,mining_data,1
26040196,A database for the taxonomic and phylogenetic identification of the genus Bradyrhizobium using multilocus sequence analysis.,,Uses resource as analysis tool,using_with,1
"28911111, 29788132",Combinatorial ensemble miRNA target prediction of co-regulation networks with non-prediction data.,,Uses resource as analysis tool,using_with,1
21791094,Bayesian semi-supervised classification of bacterial samples using MLST databases.,,Uses resource as analysis tool,using_with,1
27787817,Consensus Prediction of Charged Single Alpha-Helices with CSAHserver.,,Uses resource as analysis tool,using_with,1
24773593,Accelerating the scoring module of mass spectrometry-based peptide identification using GPUs.,,Uses resource as analysis tool,using_with,1
21668950,A computational approach to candidate gene prioritization for X-linked mental retardation using annotation-based binary filtering and motif-based linear discriminatory analysis.,,Uses resource as analysis tool,using_with,1
25273111,PFP/ESG: automated protein function prediction servers enhanced with Gene Ontology visualization tool.,,Uses resource as analysis tool,using_with,1
25273102,"A Python package for parsing, validating, mapping and formatting sequence variants using HGVS nomenclature.",,Uses resource as analysis tool,using_with,1
32415959,Efficient toolkit implementing best practices for principal component analysis of population genetic data.,,Focuses on analysis/study using data from resource,analysis_study,1
