pmid,title,primary_entity_short,matched_categories,pattern_count
31028376,scMatch: a single-cell gene expression profile annotation tool using reference datasets.,,"workflow_pipeline, using_phrases",2
21306634,Tree Pruner: An efficient tool for selecting data from a biased genetic database.,,"workflow_pipeline, using_phrases",2
31026417,Automated Identification and Quantification of Signals in Multichannel Immunofluorescence Images: The SignalFinder-IF Platform.,,"workflow_pipeline, using_phrases",2
25712690,"LCR-eXXXplorer: a web platform to search, visualize and share data for low complexity regions in protein sequences.",,"workflow_pipeline, using_phrases",2
25455337,"A toolbox for residue iteration decomposition (RIDE)--A method for the decomposition, reconstruction, and single trial analysis of event related potentials.",ride,"workflow_pipeline, comparison_benchmark",2
22135418,Metscape 2 bioinformatics tool for the analysis and visualization of metabolomics and gene expression data.,,"workflow_pipeline, comparison_benchmark",2
22953731,CTen: a web-based platform for identifying enriched cell types from heterogeneous microarray data.,cten,"workflow_pipeline, using_phrases",2
31103932,"MyoRobot 2.0: An advanced biomechatronics platform for automated, environmentally controlled skeletal muscle single fiber biomechanics assessment employing inbuilt real-time optical imaging.",,"workflow_pipeline, comparison_benchmark",2
28028736,Fast H-DROP: A thirty times accelerated version of H-DROP for interactive SVM-based prediction of helical domain linkers.,rop,"computational_ml, database_update",2
33250866,"RhizoBindingSites, a Database of DNA-Binding Motifs in Nitrogen-Fixing Bacteria Inferred Using a Footprint Discovery Approach.",,"workflow_pipeline, using_phrases",2
33002005,"RNAthor - fast, accurate normalization, visualization and statistical analysis of RNA probing data resolved by capillary electrophoresis.",,"comparison_benchmark, computational_ml",2
23609542,BLAST: a more efficient report with usability improvements.,blast,"using_phrases, database_update",2
33408850,"<i>Vf</i>ODB: a comprehensive database of ESTs, EST-SSRs, mtSSRs, microRNA-target markers and genetic maps in <i>Vicia faba</i>.",db,"data_integration, using_phrases",2
22611129,Efficient RNA pairwise structure comparison by SETTER method.,setter,"workflow_pipeline, comparison_benchmark",2
24479510,VIP Barcoding: composition vector-based software for rapid species identification based on DNA barcoding.,,"workflow_pipeline, using_phrases",2
28904183,"The TB Portals: an Open-Access, Web-Based Platform for Global Drug-Resistant-Tuberculosis Data Sharing and Analysis.",,"workflow_pipeline, comparison_benchmark",2
26467476,"Metabolomics Workbench: An international repository for metabolomics data and metadata, metabolite standards, protocols, tutorials and training, and analysis tools.",,"workflow_pipeline, comparison_benchmark",2
31813964,Pathway Tools version 23.0 update: software for pathway/genome informatics and systems biology.,,"workflow_pipeline, database_update",2
24395359,A single-tube assembly of DNA using the transfer-PCR (TPCR) platform.,tpcr,"workflow_pipeline, using_phrases",2
24504981,The OMSSAPercolator: an automated tool to validate OMSSA results.,,"workflow_pipeline, validation_study",2
24668342,BAMS2 workspace: a comprehensive and versatile neuroinformatic platform for collating and processing neuroanatomical connections.,,"workflow_pipeline, data_integration",2
26162614,EMDLAB: A toolbox for analysis of single-trial EEG dynamics using empirical mode decomposition.,mdlab,"comparison_benchmark, using_phrases",2
22685160,"Improving links between literature and biological data with text mining: a case study with GEO, PDB and MEDLINE.",geo | pdb,"using_phrases, validation_study",2
23618375,SNVDis: a proteome-wide analysis service for evaluating nsSNVs in protein functional sites and pathways.,snvdis,"comparison_benchmark, using_phrases",2
30295728,DIGREM: an integrated web-based platform for detecting effective multi-drug combinations.,digrem,"workflow_pipeline, data_integration",2
23157388,JACOB: a dynamic database for computational chemistry benchmarking.,jacob,"comparison_benchmark, computational_ml",2
33481821,PFRED: A computational platform for siRNA and antisense oligonucleotides design.,pfred,"workflow_pipeline, computational_ml",2
33765498,"CyanoMetDB, a comprehensive public database of secondary metabolites from cyanobacteria.",,"data_integration, using_phrases",2
27131383,LassoProt: server to analyze biopolymers with lassos.,,"comparison_benchmark, using_phrases",2
31366358,HUPAN: a pan-genome analysis pipeline for human genomes.,hupan,"workflow_pipeline, comparison_benchmark",2
29718322,CoNekT: an open-source framework for comparative genomic and transcriptomic network analyses.,conekt,"workflow_pipeline, comparison_benchmark",2
33045361,tRFTar: Prediction of tRF-target gene interactions via systemic re-analysis of Argonaute CLIP-seq datasets.,trftar,"comparison_benchmark, computational_ml",2
33978706,PaIntDB: network-based omics integration and visualization using protein-protein interactions in Pseudomonas aeruginosa.,,"data_integration, using_phrases",2
23946503,omiRas: a Web server for differential expression analysis of miRNAs derived from small RNA-Seq data.,omiras,"comparison_benchmark, using_phrases",2
34104972,eSkip-Finder: a machine learning-based web application and database to identify the optimal sequences of antisense oligonucleotides for exon skipping.,,"computational_ml, validation_study",2
26576653,JSpeciesWS: a web server for prokaryotic species circumscription based on pairwise genome comparison.,,"comparison_benchmark, using_phrases",2
24895432,"CFM-ID: a web server for annotation, spectrum prediction and metabolite identification from tandem mass spectra.",cfm-id,"computational_ml, using_phrases",2
25001169,BacillusRegNet: a transcriptional regulation database and analysis platform for Bacillus species.,,"workflow_pipeline, comparison_benchmark",2
21383910,SeqMaT: A sequence manipulation tool for phylogenetic analysis.,seqmat,"workflow_pipeline, comparison_benchmark",2
32150535,ProteoClade: A taxonomic toolkit for multi-species and metaproteomic analysis.,,"workflow_pipeline, comparison_benchmark",2
33705981,TSUNAMI: Translational Bioinformatics Tool Suite for Network Analysis and Mining.,tsunami,"workflow_pipeline, comparison_benchmark",2
31588775,"ELIMU-MDx: a web-based, open-source platform for storage, management and analysis of diagnostic qPCR data.",,"workflow_pipeline, comparison_benchmark",2
33245626,"EffectorK, a comprehensive resource to mine for Ralstonia, Xanthomonas, and other published effector interactors in the Arabidopsis proteome.",,"data_integration, using_phrases",2
21622957,DARIO: a ncRNA detection and analysis tool for next-generation sequencing experiments.,dario,"workflow_pipeline, comparison_benchmark",2
26861821,TRONCO: an R package for the inference of cancer progression models from heterogeneous genomic data.,tronco,"workflow_pipeline, using_phrases",2
31160582,"CFTI5Med, the new release of the catalogue of strong earthquakes in Italy and in the Mediterranean area.",,"using_phrases, database_update",2
22319563,ECOMICS: a web-based toolkit for investigating the biomolecular web in ecosystems using a trans-omics approach.,ecomics,"workflow_pipeline, using_phrases",2
32269478,SquamataBase: a natural history database and R package for comparative biology of snake feeding habits.,,"workflow_pipeline, comparison_benchmark",2
32282909,"TREND: a platform for exploring protein function in prokaryotes based on phylogenetic, domain architecture and gene neighborhood analyses.",trend,"workflow_pipeline, using_phrases",2
27307005,HLAsupE: an integrated database of HLA supertype-specific epitopes to aid in the development of vaccines with broad coverage of the human population.,,"data_integration, using_phrases",2
22768184,BiofOmics: a Web platform for the systematic and standardized collection of high-throughput biofilm data.,,"workflow_pipeline, data_integration",2
33175089,COVID-KOP: integrating emerging COVID-19 data with the ROBOKOP database.,covid-kop,"data_integration, using_phrases",2
23686313,PPISURV: a novel bioinformatics tool for uncovering the hidden role of specific genes in cancer survival outcome.,ppisurv,"workflow_pipeline, using_phrases",2
24564791,QTREDS: a Ruby on Rails-based platform for omics laboratories.,qtreds,"workflow_pipeline, using_phrases",2
30526489,GOnet: a tool for interactive Gene Ontology analysis.,gonet,"workflow_pipeline, comparison_benchmark",2
25228549,LmTDRM database: a comprehensive database on thiol metabolic gene/gene products in Listeria monocytogenes EGDe.,lmtdrm,"data_integration, using_phrases",2
24810851,e-RNA: a collection of web servers for comparative RNA structure prediction and visualisation.,e-rna,"comparison_benchmark, computational_ml",2
33045728,iModulonDB: a knowledgebase of microbial transcriptional regulation derived from machine learning.,,"computational_ml, using_phrases",2
26543174,meRanTK: methylated RNA analysis ToolKit.,,"workflow_pipeline, comparison_benchmark",2
26193336,"MCaVoH: A toolkit for mining, classification and visualization of human microbiota.",mcavoh,"workflow_pipeline, computational_ml",2
29985979,RNAvista: a webserver to assess RNA secondary structures with non-canonical base pairs.,,"comparison_benchmark, using_phrases",2
31599058,PhyloSuite: An integrated and scalable desktop platform for streamlined molecular sequence data management and evolutionary phylogenetics studies.,,"workflow_pipeline, data_integration",2
25368506,Quality Control for RNA-Seq (QuaCRS): An Integrated Quality Control Pipeline.,quacrs,"workflow_pipeline, data_integration",2
32415965,Palantir: a springboard for the analysis of secondary metabolite gene clusters in large-scale genome mining projects.,,"comparison_benchmark, using_phrases",2
26208916,MutAIT: an online genetic toxicology data portal and analysis tools.,mutait,"workflow_pipeline, comparison_benchmark",2
30963287,TeachOpenCADD: a teaching platform for computer-aided drug design using open source packages and data.,,"workflow_pipeline, using_phrases",2
34677393,MSCAT: A Machine Learning Assisted Catalog of Metabolomics Software Tools.,mscat,"workflow_pipeline, computational_ml",2
25863133,PlantMirnaT: miRNA and mRNA integrated analysis fully utilizing characteristics of plant sequencing data.,,"comparison_benchmark, data_integration",2
24816342,dbCRY: a Web-based comparative and evolutionary genomics platform for blue-light receptors.,dbcry,"workflow_pipeline, comparison_benchmark",2
31586868,ChaRTr: An R toolbox for modeling choices and response times in decision-making tasks.,chartr,"computational_ml, using_phrases",2
