pmid,title,primary_entity_short,primary_entity_long,setfit_confidence,matched_categories,num_categories
23878338,The community resource management area mechanism: a strategy to manage African forest resources for REDD+.,,community resource management area,,pathway_mechanism,1
25211071,The Integrative Human Microbiome Project: dynamic analysis of microbiome-host omics profiles during periods of human health and disease.,,integrative human microbiome project,,"clinical_disease, analysis_studies",2
31917401,contamDE-lm: linear model-based differential gene expression analysis using next-generation RNA-seq data from contaminated tumor samples.,,contamde-lm,,clinical_disease,1
28369191,The RNASeq-er API-a gateway to systematically updated analysis of public RNA-seq data.,h,,,analysis_studies,1
23748957,The UCSC Interaction Browser: multidimensional data views in pathway context.,csc,,0.71750146,pathway_mechanism,1
33592504,TAP 1.0: A robust immunoinformatic tool for the prediction of tumor T-cell antigens based on AAindex properties.,tap 1,,0.67646545,clinical_disease,1
24454733,Deriving a mutation index of carcinogenicity using protein structure and protein interfaces.,,ndex of carcinogenicity,,variants_mutations,1
29264813,"Discovery of Surface Target Proteins Linking Drugs, Molecular Markers, Gene Regulation, Protein Networks, and Disease by Using a Web-Based Platform Targets-search.",,targets-search,0.71131176,"clinical_disease, discovery_findings",2
30675517,Utility of the JAX Clinical Knowledgebase in capture and assessment of complex genomic cancer data.,,jax clinical knowledgebase,,clinical_disease,1
31769834,The Sickle Cell Disease Ontology: enabling universal sickle cell-based knowledge representation.,,sickle cell disease,0.67414767,clinical_disease,1
30066656,Query-constraint-based mining of association rules for exploratory analysis of clinical datasets in the National Sleep Research Resource.,,research resource,0.64163864,"clinical_disease, analysis_studies",2
29296939,Erythrogene: a database for in-depth analysis of the extensive variation in 36 blood group systems in the 1000 Genomes Project.,,erythrogene,,analysis_studies,1
33639842,A gene expression atlas for kiwifruit (Actinidia chinensis) and network analysis of transcription factors.,,actinidia,,analysis_studies,1
30089500,The Cancer Omics Atlas: an integrative resource for cancer omics annotations.,,cancer omics atlas,,clinical_disease,1
26703809,Advancing the global proteome survey platform by using an oriented single chain antibody fragment immobilization approach.,,global proteome survey,0.6177694,analysis_studies,1
31706268,Genome-wide prediction and prioritization of human aging genes by data fusion: a machine learning approach.,p,,,analysis_studies,1
25861210,A RESTful API for Access to Phylogenetic Tools via the CIPRES Science Gateway.,cipres,,,analysis_studies,1
33321957,<i>citSATdb</i>: Genome-Wide Simple Sequence Repeat (SSR) Marker Database of <i>Citrus</i> Species for Germplasm Characterization and Crop Improvement.,,itsatdb,0.7071836,analysis_studies,1
31100356,"Integrating Culture-based Antibiotic Resistance Profiles with Whole-genome Sequencing Data for 11,087 Clinical Isolates.",ase,,0.6299542,clinical_disease,1
25875127,Tensor GSVD of patient- and platform-matched tumor and normal DNA copy-number profiles uncovers chromosome arm-wide patterns of tumor-exclusive platform-consistent alterations encoding for cell transformation and predicting ovarian cancer survival.,,tensor gsvd,0.62078846,"clinical_disease, discovery_findings",2
25407353,Tiled ChrI RHS collection: a pilot high-throughput screening tool for identification of allelic variants.,chri,,0.6364327,gene_function,1
34788390,"At-C-RNA database, a one-stop source for information on circRNAs in Arabidopsis thaliana in a unified format.",rna,,,species_specific,1
23751181,Using Genome Query Language to uncover genetic variation.,,genome query language,,variants_mutations,1
26691201,An ultra-high-density map as a community resource for discerning the genetic basis of quantitative traits in maize.,de,,0.65300584,species_specific,1
31504173,pCRM1exportome: database of predicted CRM1-dependent Nuclear Export Signal (NES) motifs in cancer-related genes.,,pcrm1exportome,,clinical_disease,1
31212742,Systematic Analysis of a Military Wearable Device Based on a Multi-Level Fusion Framework: Research Directions.,,fusion framework,0.67777145,analysis_studies,1
28839211,A Biomimetic Microfluidic Tumor Microenvironment Platform Mimicking the EPR Effect for Rapid Screening of Drug Delivery Systems.,,microfluidic tumor microenvironment,,"clinical_disease, drug_compound",2
21089065,Recommendations for genetic variation data capture in developing countries to ensure a comprehensive worldwide data collection.,h,,0.6507434,variants_mutations,1
26449202,Profiling RNA editing in human tissues: towards the inosinome Atlas.,,inosinome,,"clinical_disease, analysis_studies",2
33278140,Implementation of the Stroke Action Plan for Europe 2018--2030 during coronavirus disease-2019.,,stroke action plan for,,clinical_disease,1
23619973,Models with discrete latent variables for analysis of categorical data: a framework and a MATLAB MDLV toolbox.,mdlv,,0.6684222,analysis_studies,1
21834535,Identifying compound-target associations by combining bioactivity profile similarity search and public databases mining.,,bioactivity profile similarity search,0.6419645,drug_compound,1
26519470,Deciphering the mechanisms of developmental disorders: phenotype analysis of embryos from mutant mouse lines.,,deciphering the mechanisms of developmental disorders,,analysis_studies,1
33419731,A mosquito small RNA genomics resource reveals dynamic evolution and host responses to viruses and transposons.,,small rna genomics,0.65439713,discovery_findings,1
24040164,Genome-wide discovery and information resource development of DNA polymorphisms in cassava.,,cassava,,analysis_studies,1
25753708,Analyzing glycan structure synthesis with the Glycan Pathway Predictor (GPP) Tool.,,pathway predictor,0.7111709,pathway_mechanism,1
25521334,SG-ADVISER CNV: copy-number variant annotation and interpretation.,adviser cnv,,,variants_mutations,1
29363422,Construction of Pará rubber tree genome and multi-transcriptome database accelerates rubber researches.,,transcriptome,,analysis_studies,1
26475472,A space-time analysis of the WikiLeaks Afghan War Diary: a resource for analyzing the conflict-health nexus.,,afghan war diary,0.6578792,analysis_studies,1
27654850,Species From Feces: Order-Wide Identification of Chiroptera From Guano and Other Non-Invasive Genetic Samples.,s,,,gene_function,1
22676320,Quartet decomposition server: a platform for analyzing phylogenetic trees.,,quartet,,analysis_studies,1
26721732,Development of a large urban longitudinal HIV clinical cohort using a web-based platform to merge electronically and manually abstracted data from disparate medical record systems: technical challenges and innovative solutions.,cohort,,,clinical_disease,1
30395195,Discovering network phenotype between genetic risk factors and disease status via diagnosis-aligned multi-modality regression method in Alzheimer's disease.,,disease,,clinical_disease,1
21412250,"Fabry-database.org: database of the clinical phenotypes, genotypes and mutant α-galactosidase A structures in Fabry disease.",,fabry-database.org,0.656669,clinical_disease,1
32130896,An Integrated Metagenome Catalog Reveals New Insights into the Murine Gut Microbiome.,,integrated,0.70879775,discovery_findings,1
33166379,Each patient is a research biorepository: informatics-enabled research on surplus clinical specimens via the living BioBank.,,biobank,,clinical_disease,1
30106394,"The REMBRANDT study, a large collection of genomic data from brain cancer patients.",rembrandt,,0.6416315,clinical_disease,1
32570509,Text-Mining Services of the Swiss Variant Interpretation Platform for Oncology.,,swiss variant interpretation platform,0.6903189,variants_mutations,1
22591348,SNP web resources and their potential applications in personalized medicine.,snp,,0.70029336,variants_mutations,1
21210904,How to improve specific databases for clinical data in rare diseases? The example of hereditary haemorrhagic telangiectasia.,,haemorrhagic telangiectasia,,clinical_disease,1
29855956,Construction of Arabidopsis Transcription Factor ORFeome Collections and Identification of Protein-DNA Interactions by High-Throughput Yeast One-Hybrid Screens.,,orfeome,,gene_function,1
34469548,A Daily-Updated Database and Tools for Comprehensive SARS-CoV-2 Mutation-Annotated Trees.,sars,,,variants_mutations,1
34504503,The Cancer Epitope Database and Analysis Resource: A Blueprint for the Establishment of a New Bioinformatics Resource for Use by the Cancer Immunology Community.,c,,,clinical_disease,1
23749957,Differential network analysis for the identification of condition-specific pathway activity and regulation.,,differential network analysis,,"gene_function, pathway_mechanism",2
26136162,Compound Passport Service: supporting corporate collection owners in open innovation.,,passport,0.7080057,drug_compound,1
31270326,Energy refinement and analysis of structures in the QM9 database via a highly accurate quantum chemical method.,qm9,,0.7145655,analysis_studies,1
23539303,An accessible database for mouse and human whole transcriptome qPCR primers.,,transcriptome qpcr,0.71388566,analysis_studies,1
28185543,An Atlas of annotations of Hydra vulgaris transcriptome.,tlas,,,analysis_studies,1
22772948,A sequence comparison and gene expression data integration add-on for the Pathway Tools software.,,pathway tools,,pathway_mechanism,1
31247294,Pathway-based deep clustering for molecular subtyping of cancer.,,clustering,,"clinical_disease, pathway_mechanism",2
26268547,Soybean transcription factor ORFeome associated with drought resistance: a valuable resource to accelerate research on abiotic stress resistance.,rfeome,,0.7025815,clinical_disease,1
31064191,Encyclopedia of CLL Subsets - a Unique Bioinformatics Tool and Database for Analysis of Subsets of Stereotypical B-Cell Receptors in CLL.,,encyclopedia,0.6811789,analysis_studies,1
25903933,A resource for characterizing genome-wide binding and putative target genes of transcription factors expressed during secondary growth and wood formation in Populus.,,populus,0.70739937,analysis_studies,1
25030925,Zebrafish as a platform to study tumor progression.,,zebrafish,0.60773325,clinical_disease,1
24586132,GAGA: a new algorithm for genomic inference of geographic ancestry reveals fine level population substructure in Europeans.,gaga,,,discovery_findings,1
29914348,Predicting drug-disease associations by using similarity constrained matrix factorization.,,similarity constrained matrix factorization,,"clinical_disease, drug_compound",2
33844597,Profiling the Tox21 Chemical Collection for Acetylcholinesterase Inhibition.,ox21,,,analysis_studies,1
24409958,Nature Bank and the Queensland Compound Library: unique international resources at the Eskitis Institute for Drug Discovery.,,eskitis,0.6208793,drug_compound,1
