entity_name,total_papers,spacy_papers,v2_papers,source,pmids
mediterranean founder mutation database,1,1,1,both,26173767
novo variant knowledge base for developmental disorders,1,1,0,spacy,31809863
neuropsychiatric mutation knowledge base,1,1,1,both,31809863
psymukb,1,1,1,both,31809863
ethseq,1,1,1,both,28369222
disambiguator for the web,1,0,1,v2,26730820
scicrunch,1,1,1,both,26730820
rdw,1,0,1,v2,26730820
resource disambiguator for the,1,0,1,v2,26730820
cicrunch,1,0,1,v2,26730820
https://github.com/kouroshz/crenethttps://github.com/kouroshz/crenet,1,1,0,spacy,29352257
randomforest,1,1,0,spacy,28369246
novel omniphobic platform for multicellular spheroid generation,1,1,0,spacy,34038078
jstuart@soe.ucsc.edu,1,1,0,spacy,22962493
paradigm,1,1,0,spacy,22962493
global navigation satellite system multitraces,1,1,0,spacy,31383868
global navigation satellite system techniques with three-dimensional coordinates,1,1,0,spacy,31383868
arget database,1,0,1,v2,23203877
naturally occurring plant-based anti-cancer compound-activity-target database,1,1,1,both,23203877
naturally occurring plant-based,1,0,1,v2,23203877
pagi,1,1,1,both,25551156
vetcn,1,1,0,spacy,31711540
dlrp,1,1,0,spacy,22962483
pan4draft,1,1,1,both,29942087
pan4drafts,1,1,1,both,29942087
dcc,1,0,1,v2,32170312
*,1,1,0,spacy,32170312
the largest qpcr assay archive to date and endless potential for lab workflow revitalization,1,1,0,spacy,30466398
pcrdrive,1,1,1,both,30466398
mirpd,1,1,1,both,24273243
database of human apoptotic proteins in the context of cancer,1,1,0,spacy,26861916
apocand.,1,1,0,spacy,26861916
apocand,1,1,1,both,26861916
genome maps,1,0,1,v2,23748955
plantannot,1,1,1,both,33546584
lant co-expression annotation resource,1,0,1,v2,33546584
plant co-expression annotation resource,1,1,1,both,33546584
neurodegenerative disease biobank,1,0,1,v2,23978324
52,1,0,1,v2,24961367
m252,1,1,0,spacy,24961367
a database of validated leucine-rich nuclear export signals,1,1,0,spacy,23093589
nessential,1,0,1,v2,23093589
validness,1,1,1,both,23093589
motifmap,1,1,1,both,22208852
otifmap,1,0,1,v2,22208852
henome,1,0,1,v2,21651792
an age-phenome knowledge-base,1,1,0,spacy,21651792
nucleusj,1,1,1,both,33153359
synergy,1,0,1,v2,25420108
tecan,1,1,0,spacy,27418955
chemirs,1,1,1,both,27091357
madmuscle,1,1,1,both,21324190
gourdbase,1,1,1,both,29483591
mutspec,1,1,1,both,27091472
centered information commons,1,0,1,v2,27779619
national health and nutrition examination survey,1,1,0,spacy,27779619
bd2k patient centered information commons,1,1,0,spacy,27779619
cafa3,1,0,1,v2,31744546
http://studyforrest.org,1,1,0,spacy,27779618
gnddb,1,0,1,v2,31416858
human cancer gene expression datasets generated on the affymetrix genechip platform,1,1,0,spacy,21291543
genechip oncology database,1,1,1,both,21291543
gcod,1,1,1,both,21291543
ilcco,1,1,0,spacy,32924180
utspec,1,0,1,v2,27091472
a galaxy toolbox for streamlined analyses of somatic mutation spectra in human and mouse cancer genomes,1,1,0,spacy,27091472
macsnvdb,1,1,1,both,32367112
sprysec,1,1,0,spacy,27812363
spry,1,1,0,spacy,27812363
tuit,1,1,1,both,24502797
taxonomic unit identification tool)-a,1,0,1,v2,24502797
taxonomic unit identification tool)-an,1,1,0,spacy,24502797
pselact-ko,1,0,1,v2,34890250
xpress,1,0,1,v2,34890250
pselact,1,1,1,both,34890250
ometgene,1,0,1,v2,30630411
conserved metabolic and genomic neighborhoods,1,1,0,spacy,30630411
cometgene,1,1,1,both,30630411
datadryad,1,1,0,spacy,27779619
primate data exchange,1,1,1,both,30269990
prime-de,1,0,1,v2,30269990
vaxvec,1,0,1,v2,26403370
tcma,1,1,1,both,33382980
the cancer microbiome atlas,1,1,0,spacy,33382980
cancer microbiome atlas,1,0,1,v2,33382980
plantcazyme,1,1,1,both,25125445
a database for plant carbohydrate-active enzymes,1,1,0,spacy,25125445
leishmicrosatdb,1,1,1,both,25125444
leishmania microsatellite database,1,1,1,both,25125444
pdbind-cn,1,1,0,spacy,30499394
dockingserver,1,1,0,spacy,30499394
cragdb--a,1,0,1,v2,26862144
iso,1,0,1,v2,25584184
aiso,1,1,1,both,25584184
annotation of image segments with ontologies,1,1,0,spacy,25584184
drvm,1,1,1,both,28369462
rvm,1,0,1,v2,28369462
annotation of stress-responsive candidate genes in peanut ests,1,1,0,spacy,26239539
https://github.com/naturalis/hts-barcode-checker,1,1,0,spacy,24502833
scanranker,1,1,1,both,21520941
quality assessment of tandem mass spectra via sequence tagging,1,1,0,spacy,21520941
candactbase,1,1,1,both,34955819
candactcftr,1,0,1,v2,34955819
publicly available database candactcftr,1,1,0,spacy,34955819
analysis of chemical structures that have been tested as cftr activating substances,1,1,0,spacy,34955819
curatopes melanoma,1,1,0,spacy,31416842
pd_ngsatlas,1,1,1,both,25551368
indevi,1,1,1,both,21422495
inrae,1,0,1,v2,34234809
arbase,1,0,1,v2,25977294
irpath,1,0,1,v2,25977294
diana-mirpath,1,1,1,both,25977294
bcspecificitysearch,1,1,0,spacy,25977292
bcsearch,1,1,1,both,25977292
fast structural fragment mining over large collections of protein structures,1,1,0,spacy,25977292
athcast,1,0,1,v2,33087937
pathcast,1,0,1,v2,33087937
hic-spector,1,0,1,v2,28369339
structural interaction fingerprints,1,1,0,spacy,34496955
annotation of animal genome,1,0,1,v2,34234809
functional annotation of animal genome,1,1,0,spacy,34234809
upclass,1,1,1,both,32367111
infrastructure for simulation model storage and execution support,1,1,0,spacy,27812280
nebcon,1,1,1,both,28369334
protein contact map prediction using neural network training coupled with naïve bayes classifiers,1,1,0,spacy,28369334
gedmatch,1,0,1,v2,31908268
a toolkit for exploring extreme noncoding conservation,1,1,0,spacy,31449516
conserved noncoding elements,1,1,0,spacy,31449516
protyquant,1,1,1,both,32956841
comparing label-free shotgun proteomics datasets using accumulated peptide probabilities,1,1,0,spacy,32956841
pepxml,1,1,0,spacy,32956841
hdps,1,1,0,spacy,27779497
rrcd,1,1,0,spacy,27779497
http://www.microrna.gr/mirpathv3,1,1,0,spacy,25977294
http://qufaculty.qu.edu.qa/tariq-khwaileh/download-center/,1,1,0,spacy,29450704
conclusions</h4>1,1,1,0,spacy,24666584
heartbioportal2.0,1,1,1,both,33382884
nvidia,1,1,0,spacy,30990851
h(2)o(2)-inactivated,1,1,0,spacy,22635006
bikegg,1,1,1,both,27714042
andi,1,0,1,v2,27812340
advanced neuropsychological diagnostics infrastructure,1,1,1,both,27812340
hrgfish,1,1,1,both,28205556
lotus base,1,1,1,both,28008948
an integrated information portal for the model legume lotus japonicus,1,1,0,spacy,28008948
openbeb,1,1,1,both,24666611
pen biological experiment browser,1,0,1,v2,24666611
experiment browser,1,0,1,v2,24666611
http://www.healthdisparityinformatics.com/metsrr,1,1,0,spacy,33382886
metabolic syndrome research resource,1,1,1,both,33382886
metsrr,1,1,1,both,33382886
cork oak genome database portal,1,0,1,v2,33382885
oak genome database portal,1,0,1,v2,33382885
corkoakdb-t,1,0,1,v2,33382885
corkoakdb,1,1,1,both,33382885
the cork oak genome database portal,1,1,0,spacy,33382885
heartbioportal2,1,0,1,v2,33382884
heartbioportal,1,1,1,both,33382884
finngen,1,1,0,spacy,33382884
afgen,1,1,0,spacy,33382884
a web-based tool for polyporales strains authentication,1,1,0,spacy,22766416
hugo pan-asian snp consortium,1,1,0,spacy,22242128
database of ligand-receptor partners,1,1,0,spacy,22962483
drugex,1,1,1,both,34563271
subnational human development index,1,1,0,spacy,30860498
subnational,1,0,1,v2,30860498
xperimentr,1,1,1,both,23323856
magicdb,1,1,1,both,24143056
mango genetic stocks,1,1,0,spacy,24143056
matching structural similarity method,1,0,1,v2,24044748
spyder,1,0,1,v2,21554380
gpgpu,1,1,0,spacy,24110280
pu_cast,1,0,1,v2,24110280
illumina's microrna-seq,1,1,0,spacy,22144199
microrna-seq,1,0,1,v2,22144199
user interface,1,0,1,v2,34563271
grid-enabled measures,1,1,0,spacy,21521586
genui,1,1,1,both,34563271
http://www.pubmed2ensembl.org,1,1,0,spacy,21980353
pubmed2ensembl,1,1,1,both,21980353
a resource for mining the biological literature on genes,1,1,0,spacy,21980353
ead annotation,1,0,1,v2,30401722
-read annotation: automated eukaryotic genome annotation based on long-read cdna sequencing,1,1,0,spacy,30401722
lorean,1,1,1,both,30401722
a library to encode molecular interactions as fingerprints,1,1,0,spacy,34563256
prolif,1,1,1,both,34563256
phenotype knowledgebase,1,1,1,both,27026615
pican,1,1,1,both,25814194
shdi,1,1,0,spacy,30860498
subnational human development database,1,1,0,spacy,30860498
networkanalyzer,1,1,0,spacy,26272981
cyneo4j,1,0,1,v2,26272981
flute,1,1,1,both,32761077
filter for understanding true events,1,1,0,spacy,32761077
elachista,1,1,0,spacy,31712495
a platform for comparative exploration of plant pri-mirna expression data,1,1,0,spacy,22013167
ebolavirus database,1,1,1,both,27190508
dbdiasnp,1,1,1,both,25978092
ibrism,1,0,1,v2,23028969
v,1,0,1,v2,23028969
an integrated cancer public translational research and drug discovery resource,1,1,0,spacy,22013161
gamma,1,1,1,both,21882083
graphical model based multivariate analysis,1,0,1,v2,21882083
web-radr,1,0,1,v2,26436834
radr,1,0,1,v2,26436834
global collection of arabidopsis thaliana accessions,1,1,0,spacy,27419873
beast,1,1,1,both,30958812
mouse metabolic phenotyping centers,1,1,0,spacy,22734043
dkcoin,1,1,1,both,22734043
niddk consortium interconnectivity network,1,1,1,both,22734043
iddk,1,0,1,v2,22734043
chromatin modified snps,1,1,1,both,23782616
chromos,1,1,1,both,23782616
motifbreakr,1,1,1,both,26272984
dosr,1,1,1,both,23684311
cadsr,1,1,0,spacy,21521586
genitourinary development molecular anatomy project,1,0,1,v2,21652655
dbecif,1,0,1,v2,34301175
review of zero-d and 1-d models of blood flow in the cardiovascular system,1,1,0,spacy,21521508
atmad,1,1,1,both,33219693
association database,1,0,1,v2,33219693
snp_rice,1,0,1,v2,27845739
plant g-quadruplex database,1,0,1,v2,30958698
plant-gq,1,1,1,both,30958698
km2,1,1,0,spacy,33481832
lnc2cancer 3,1,0,1,v2,33219685
ecolinet,1,1,1,both,25650278
a database of cofunctional gene network for escherichia coli,1,1,0,spacy,25650278
a comprehensive database of predicted lncrna-associated cerna networks at single-cell resolution,1,1,0,spacy,33219686
lncecell,1,1,1,both,33219686
microrna-promoter interaction resource,1,1,1,both,22439011
genitourinary development molecular,1,1,0,spacy,21652655
experimental tool reports,1,1,0,spacy,33219682
pfred,1,1,1,both,33481821
ppin,1,1,0,spacy,25879642
metarbolomics toolbox in bioconductor and beyond,1,1,0,spacy,31548506
ppiexp,1,1,1,both,30565464
ynttax,1,0,1,v2,23323735
synttax,1,1,1,both,23323735
ygjd,1,1,0,spacy,23323735
mdockpep,1,1,1,both,30368849
mdockpep server,1,0,1,v2,30368849
genetic ancestry phd,1,0,1,v2,33547344
arabidopsis thaliana multi-omics association database,1,1,1,both,33219693
ooddb,1,0,1,v2,31253615
fooddb,1,1,1,both,31253615
glycordf,1,1,1,both,25388145
merraclim,1,1,1,both,28632236
squamatabase,1,1,1,both,32269478
a natural history database and r package for comparative biology of snake feeding habits,1,1,0,spacy,32269478
https://github.com/bioinfo-ut/genometester4/,1,1,0,spacy,28566690
fastgt,1,1,1,both,28566690
hu.map 2.0,1,0,1,v2,33973408
seq2ref,1,1,1,both,23356573
genesense,1,1,1,both,24667292
circvar,1,1,1,both,33121433
brain molecular atlas,1,1,0,spacy,34858137
thesnppit,1,0,1,v2,27780248
thesnppit-a,1,0,1,v2,27780248
novogenait,1,1,0,spacy,32859262
demetra application,1,0,1,v2,33907838
whole‑genome,1,1,0,spacy,33907838
whole‑exome,1,1,0,spacy,33907838
demetra application database,1,1,0,spacy,33907838
http://geneticslab.aua.gr/.,1,1,0,spacy,33907838
adds,1,0,1,v2,23651452
appris-,1,1,0,spacy,31974522
isogo,1,1,1,both,31974522
a community web portal for extracellular vesicles research,1,1,0,spacy,25388151
http://hive.biochemistry.gwu.edu/tools/biomuta/index.php,1,1,0,spacy,24667251
filter for,1,0,1,v2,32761077
pdbecif,1,1,1,both,34301175
lincsnp 3.0,1,0,1,v2,33219661
epik</b>-a,1,1,0,spacy,35415398
taxonomic name resolution service,1,0,1,v2,23324024
resolution service,1,0,1,v2,23324024
progenomes2,1,1,1,both,31647096
an improved database for accurate and consistent habitat,1,1,0,spacy,31647096
analyzing yeasts by reconstructing ancestry of homologs,1,1,1,both,30893420
aybrah,1,1,1,both,30893420
imeed,1,1,0,spacy,25159016
p)-mers,1,1,0,spacy,30336361
irecspot-ef,1,0,1,v2,30336361
uniprotr,1,1,1,both,31843688
epik,1,1,1,both,35415398
pik</b,1,0,1,v2,35415398
lovd-dash,1,0,1,v2,31286593
https://github.com/leylabmpi/struo,1,1,0,spacy,31778148
struo,1,0,1,v2,31778148
gene census,1,0,1,v2,34137435
mmrdb,1,1,1,both,31352145
motifsim,1,1,1,both,28632401
p-caps,1,1,1,both,28632399
prokaryotic contig annotation pipeline server,1,1,1,both,28632399
mitochondrial protein atlas,1,1,1,both,28632398
mbrc,1,1,0,spacy,27682123
understanding cancer mutations through protein structures,1,1,0,spacy,25392415
differential network analysis,1,1,1,both,23749957
tnrs,1,1,1,both,23324024
mendelims,1,1,1,both,25159034
pathway commons 2019 update,1,1,0,spacy,31647099
pathway commons,1,0,1,v2,31647099
elan,1,1,0,spacy,31974805
spudnig,1,0,1,v2,31974805
spwp,1,1,1,both,22701460
seed proteome web portal,1,1,1,both,22701460
easymap,1,1,1,both,33711505
sequencing of 16s ribosomal dna,1,1,0,spacy,33711505
ptm-snp,1,1,1,both,26043787
tcrmatch,1,1,1,both,33777034
predicting t-cell receptor specificity based on sequence similarity to previously characterized receptors,1,1,0,spacy,33777034
sfam,1,1,1,both,23061897
tlr8,1,1,0,spacy,33777032
casp-1,1,1,0,spacy,33777032
a web-based vaccine immune factor database and its application for understanding vaccine-induced immune mechanisms,1,1,0,spacy,33777032
vaximmutordb,1,1,1,both,33777032
occ,1,0,1,v2,29320579
δgcn5a,1,1,0,spacy,24962434
https://www.genoscope.cns.fr/agc/microscope,1,1,0,spacy,31647104
xenosite,1,0,1,v2,32040319
rainbow xenosite,1,0,1,v2,32040319
metabolic rainbow,1,1,0,spacy,32040319
multilevel,1,1,0,spacy,25355642
graphical notation,1,0,1,v2,31647099
biological pathway exchange,1,1,0,spacy,31647099
dina,1,1,1,both,23749957
oncotrf,1,1,1,both,32597311
human disease-related viral integration sites in the era of high-throughput deep sequencing,1,1,0,spacy,25355513
ncep,1,1,1,both,32105730
special collection on 2d materials and their applications,1,1,0,spacy,34825498
sumfregat,1,1,1,both,30860568
european cancer incidence and mortality,1,1,0,spacy,24569102
openfoam,1,1,0,spacy,33514764
arxiv,1,0,1,v2,33514764
earth arxiv,1,1,0,spacy,33514764
kozeny-carman model was a poor predictor of upscaled permeability in all cases,1,1,0,spacy,33514764
omiras,1,0,1,v2,23946503
ipub,1,0,1,v2,27485446
hipub,1,1,1,both,27485446
coral spawning database,1,1,1,both,33514754
http://www.jianglab.cn/ncep/.,1,1,0,spacy,32105730
http://bioinformatics.zju.edu.cn/oncotrf,1,1,0,spacy,32597311
net-ge,1,0,1,v2,27485441
nelumbo genome database,1,1,1,both,33514746
nelumbo,1,0,1,v2,33514746
ngd,1,1,1,both,33514746
http://pcsb.ahau.edu.cn:8080/tcdb/index.jsp,1,1,0,spacy,25224438
tmdb,1,0,1,v2,25224438
tea metabolome database,1,1,1,both,25224438
drugsurv,1,1,1,both,24503543
redlat,1,0,1,v2,33776890
expand dementia research in latin america,1,0,1,v2,33776890
dementia research in latin america,1,0,1,v2,33776890
unicar,1,0,1,v2,27518241
bdpp,1,1,0,spacy,28665131
egprecise,1,0,1,v2,24175918
http://penglab.janelia.org/proj/celegans_seganno,1,1,0,spacy,21849395
izincg,1,1,0,spacy,31057213
global food composition database for phytate,1,1,0,spacy,31057213
base editable prediction of global pathogenic snvs,1,1,1,both,31647030
beable-gps,1,1,1,both,31647030
scopy,1,0,1,v2,32892221
copy,1,0,1,v2,32892221
an interactive web platform for analysis of antimicrobial resistance surveillance data in russia,1,1,0,spacy,33776956
amrmap,1,1,1,both,33776956
regulatory hub and versatile toolbox,1,1,0,spacy,25617719
microrna156s,1,1,0,spacy,25617719
tbc2health,1,1,1,both,27387194
http://camellia.ahau.edu.cn/tbc2health,1,1,0,spacy,27387194
bioactive relationships,1,1,0,spacy,27387194
ontour,1,0,1,v2,31089974
medical imaging dataset annotation tool for and with deep learning,1,1,0,spacy,31089974
ril-contour,1,1,1,both,31089974
electron energy loss data center,1,1,1,both,33580343
eeldc,1,1,1,both,33580343
eel.geri.re.kr,1,1,0,spacy,33580343
namebank,1,1,0,spacy,32761142
spdb,1,1,1,both,32761141
repository.<h4>contact</h4>pengh@janelia.hhmi.org,1,1,0,spacy,21849395
v3d,1,1,0,spacy,21849395
lincsnp 3,1,0,1,v2,33219661
findpath,1,1,1,both,24994891
hugo pan-asian snp database,1,1,0,spacy,22242128
clodia,1,1,0,spacy,25977775
corvus,1,0,1,v2,22373303
structator,1,1,1,both,21619640
fast index-based search for rna sequence-structure patterns,1,1,0,spacy,21619640
metal sites similarity search,1,1,0,spacy,24699831
http://metalweb.cerm.unifi.it/tools/metals3/,1,1,0,spacy,24699831
sites similarity search,1,0,1,v2,24699831
metals(3,1,0,1,v2,24699831
rx-genes.com,1,0,1,v2,33350578
hcns-adr,1,1,1,both,30598065
ttp,1,0,1,v2,32695214
htpp,1,1,0,spacy,32695214
tfbsdb,1,0,1,v2,27288497
dorman,1,1,1,both,31581093
rtfbsdb,1,1,1,both,27288497
glycome analytics platform,1,1,1,both,27288496
surgewatch2,1,0,1,v2,28763054
tree of sex,1,1,0,spacy,25977773
tughall,1,0,1,v2,32170925
ith.<h4,1,1,0,spacy,32170925
ikkgamma,1,1,0,spacy,24339369
http://ikbkg.lovd.nl,1,1,0,spacy,24339369
tempura,1,1,1,both,32727974
growth temperatures of usual and rare prokaryotes,1,1,0,spacy,32727974
temperatures of usual,1,0,1,v2,32727974
kerguelen islands and prydz bay,1,1,0,spacy,25977785
cnvdigest,1,1,1,both,30598077
schaplotyper,1,1,1,both,32007105
haplotype construction and visualization for genetic diagnosis using single cell dna sequencing data,1,1,0,spacy,32007105
exframe,1,1,0,spacy,25093072
cogpo,1,1,1,both,25093071
cseo,1,1,1,both,25093069
smoke exposure,1,0,1,v2,25093069
predicting protein-protein interactions using high-quality non-interacting pairs,1,1,0,spacy,30598096
adverse event ontology,1,1,0,spacy,25093068
oae,1,1,1,both,25093068
ae,1,0,1,v2,25093068
cge-led,1,1,0,spacy,24634318
hdacidb,1,1,1,both,25945037
south china sea,1,1,0,spacy,25977803
scd,1,0,1,v2,25093067
genome sequence resource of the wide-host-range anthracnose pathogen,1,1,0,spacy,30893002
tag,1,0,1,v2,25977801
tlasing of the basal ganglia,1,0,1,v2,25977801
atag,1,0,1,v2,25977801
consortium for reliability and reproducibility,1,1,0,spacy,25977800
reproducibility,1,0,1,v2,25977800
corr,1,1,1,both,25977800
labkey server nab,1,0,1,v2,21619655
shiv,1,1,0,spacy,21619655
genomewidepdb 2,1,0,1,v2,26272709
mmass,1,1,1,both,23028676
database of reconstructed,1,0,1,v2,31581093
database of reconstructed metabolic networks,1,1,1,both,31581093
snets,1,0,1,v2,30598101
cg-engine,1,1,1,both,24109927
tarpmir,1,1,0,spacy,30335862
orio,1,1,1,both,28402545
online resource for integrative omics,1,1,1,both,28402545
